TIME,BARALT,MBS,AIRT,DRAD,LAT,LON,GPSALT
14:58:28,52772.0,102.7,-60.7,-18.8,34.86666666666667,-103.99333333333334,16477.0
14:59:28,53580.0,98.76,-63.0,-17.9,34.87,-103.99166666666666,16715.0
15:00:28,54247.0,95.62,-62.9,-17.5,34.87166666666667,-103.99166666666666,16919.0
15:01:28,54909.0,92.6,-63.2,-17.5,34.87166666666667,-103.99166666666666,17119.0
15:02:29,55496.0,90.0,-64.0,-17.0,34.87,-103.99333333333334,17299.0
15:03:29,56124.0,87.3,-59.3,-16.6,34.87,-103.99166666666666,17494.0
15:04:29,56839.0,84.32,-60.6,-17.1,34.87166666666667,-103.99166666666666,17695.0
15:05:29,57509.0,81.62,-63.5,-17.9,34.87166666666667,-103.99,17900.0
15:06:29,58086.0,79.36,-57.6,-18.4,34.873333333333335,-103.98833333333333,18079.0
15:07:29,58747.0,76.85,-61.1,-18.0,34.875,-103.985,18252.0
15:08:29,59438.0,74.31,-57.5,-17.4,34.87833333333333,-103.98333333333333,18461.0
15:09:29,59962.0,72.44,-56.5,-16.2,34.88166666666667,-103.98166666666667,18641.0
15:10:29,60537.0,70.44,-61.4,-14.5,34.885,-103.98,18819.0
15:11:29,61465.0,67.33,-59.0,-12.9,34.885,-103.97833333333334,19033.0
15:12:29,62056.0,65.42,-58.5,-12.3,34.88666666666667,-103.975,19262.0
15:13:29,62808.0,63.07,-55.7,-12.3,34.885,-103.97166666666666,19458.0
15:14:29,63372.0,61.36,-59.8,-12.4,34.88333333333333,-103.96833333333333,19633.0
15:15:29,63912.0,59.77,-59.0,-11.5,34.88333333333333,-103.96666666666667,19816.0
15:16:29,64690.0,57.55,-53.7,-10.9,34.88333333333333,-103.96333333333334,20011.0
15:17:29,65618.0,55.01,-57.5,-10.2,34.88166666666667,-103.95666666666666,20253.0
15:18:29,66480.0,52.75,-59.0,-9.9,34.88333333333333,-103.95166666666667,20548.0
15:19:29,67353.0,50.56,-60.3,-10.2,34.885,-103.94833333333334,20822.0
15:20:29,67931.0,49.16,-53.2,-10.8,34.885,-103.94333333333333,21036.0
15:21:29,68265.0,48.37,-56.1,-9.7,34.88333333333333,-103.93833333333333,21136.0
15:22:29,68967.0,46.75,-51.2,-7.7,34.88333333333333,-103.93333333333334,21302.0
15:23:29,69708.0,45.1,-57.2,-7.6,34.88166666666667,-103.93,21584.0
15:24:29,70477.0,43.45,-56.1,-7.3,34.87833333333333,-103.92333333333333,21839.0
15:25:30,71138.0,42.08,-51.1,-7.0,34.876666666666665,-103.91666666666667,22041.0
15:26:30,71883.0,40.59,-51.6,-6.9,34.875,-103.91166666666666,22247.0
15:27:30,72541.0,39.32,-49.3,-6.7,34.873333333333335,-103.90333333333334,22471.0
15:28:30,73221.0,38.05,-49.7,-7.1,34.873333333333335,-103.89666666666666,22674.0
15:29:30,74065.0,36.53,-52.8,-6.8,34.873333333333335,-103.88666666666667,22928.0
15:30:30,75025.0,34.88,-51.8,-6.0,34.873333333333335,-103.88166666666666,23197.0
15:31:30,75721.0,33.73,-48.2,-5.0,34.873333333333335,-103.875,23449.0
15:32:30,76437.0,32.59,-49.5,-4.2,34.87166666666667,-103.86666666666666,23658.0
15:33:30,77351.0,31.19,-51.5,-4.9,34.86833333333333,-103.85666666666667,23929.0
15:34:30,78352.0,29.73,-55.0,-5.5,34.86833333333333,-103.84666666666666,24187.0
15:35:30,79265.0,28.46,-49.6,-5.2,34.86833333333333,-103.83833333333334,24515.0
15:36:30,79930.0,27.57,-51.8,-4.7,34.865,-103.82833333333333,24755.0
15:37:30,80492.0,26.84,-47.6,-4.4,34.865,-103.81666666666666,24937.0
15:38:30,81095.0,26.08,-45.8,-3.2,34.865,-103.80833333333334,25087.0
15:39:30,81900.0,25.1,-43.7,-1.6,34.865,-103.79833333333333,25312.0
15:40:30,82774.0,24.08,-49.3,-0.2,34.86666666666667,-103.785,25587.0
15:41:30,83451.0,23.32,-45.4,1.2,34.865,-103.775,25836.0
15:42:30,84151.0,22.56,-44.5,2.4,34.86666666666667,-103.765,26027.0
15:43:30,84886.0,21.79,-47.6,2.8,34.86833333333333,-103.75666666666666,26251.0
15:44:30,85800.0,20.87,-43.2,2.4,34.86833333333333,-103.74333333333334,26523.0
15:45:30,86684.0,20.02,-43.8,2.6,34.87166666666667,-103.735,26778.0
15:46:30,87266.0,19.48,-42.4,3.2,34.87166666666667,-103.72833333333334,27006.0
15:47:30,88081.0,18.75,-39.6,4.1,34.873333333333335,-103.72,27211.0
15:48:31,89048.0,17.92,-40.2,4.7,34.873333333333335,-103.71166666666667,27532.0
15:49:31,90216.0,16.97,-40.5,5.4,34.875,-103.705,27865.0
15:50:31,91201.0,16.21,-40.7,5.4,34.875,-103.7,28187.0
15:51:31,92292.0,15.41,-47.1,5.4,34.875,-103.69666666666667,28482.0
15:52:31,93341.0,14.68,-42.6,5.4,34.87166666666667,-103.69,28775.0
15:53:31,94400.0,13.98,-43.3,5.8,34.87,-103.68,29092.0
15:54:31,95517.0,13.28,-40.5,5.8,34.86666666666667,-103.67166666666667,29477.0
15:55:31,96354.0,12.78,-41.1,6.3,34.86333333333333,-103.66333333333333,29748.0
15:56:31,97244.0,12.27,-40.1,7.2,34.86,-103.655,29987.0
15:57:31,97989.0,11.86,-43.9,8.4,34.85666666666667,-103.64166666666667,30220.0
15:58:31,98897.0,11.38,-41.0,9.4,34.855,-103.63166666666666,30463.0
15:59:31,99644.0,11.0,-38.3,9.6,34.85166666666667,-103.61666666666666,30712.0
16:00:31,100029.0,10.81,-35.7,10.2,34.848333333333336,-103.60333333333334,30885.0
16:01:31,100483.0,10.59,-35.3,10.7,34.845,-103.59,30997.0
16:02:31,101509.0,10.11,-36.2,11.2,34.843333333333334,-103.57666666666667,31220.0
16:03:31,102337.0,9.74,-34.9,10.9,34.84166666666667,-103.56666666666666,31544.0
16:04:31,102915.0,9.49,-39.1,11.5,34.84,-103.55166666666666,31787.0
16:05:31,103175.0,9.38,-32.3,12.0,34.83833333333333,-103.54,31903.0
16:06:31,103850.0,9.1,-32.6,12.3,34.83833333333333,-103.52666666666667,32048.0
16:07:31,104804.0,8.72,-29.3,12.6,34.83833333333333,-103.51666666666667,32332.0
16:08:31,105910.0,8.3,-35.6,12.8,34.83833333333333,-103.50666666666666,32645.0
16:09:31,107050.0,7.89,-30.6,12.8,34.84,-103.495,33013.0
16:10:32,107806.0,7.63,-28.9,12.8,34.843333333333334,-103.47666666666667,33326.0
16:11:32,108620.0,7.36,-30.8,13.4,34.845,-103.46333333333334,33558.0
16:12:32,109340.0,7.13,-31.2,14.0,34.846666666666664,-103.45166666666667,33790.0
16:13:32,109921.0,6.95,-30.4,14.3,34.848333333333336,-103.43833333333333,33976.0
16:14:32,110551.0,6.76,-29.2,14.9,34.85,-103.425,34146.0
16:15:32,111236.0,6.56,-25.5,15.2,34.85,-103.40666666666667,34354.0
16:16:32,112015.0,6.34,-27.7,15.8,34.85333333333333,-103.39166666666667,34619.0
16:17:32,112786.0,6.13,-26.9,15.8,34.85666666666667,-103.37833333333333,34868.0
16:18:32,112974.0,6.08,-27.3,16.4,34.86,-103.36333333333333,35000.0
16:19:32,112974.0,6.08,-23.0,17.0,34.86333333333333,-103.35,34988.0
16:20:32,113664.0,5.9,-23.4,17.0,34.865,-103.335,35092.0
16:21:32,114907.0,5.59,-23.2,17.4,34.87,-103.32166666666667,35446.0
16:22:32,115877.0,5.36,-24.1,18.3,34.875,-103.31166666666667,35783.0
16:23:32,116534.0,5.21,-21.6,17.4,34.87833333333333,-103.30166666666666,36034.0
16:24:32,117258.0,5.05,-22.4,18.3,34.88333333333333,-103.295,36249.0
16:25:32,117911.0,4.91,-19.1,18.7,34.888333333333335,-103.28666666666666,36467.0
16:26:32,118488.0,4.79,-19.1,19.3,34.89,-103.28333333333333,36639.0
16:27:32,119130.0,4.66,-18.8,19.0,34.891666666666666,-103.27666666666667,36833.0
16:28:32,119843.0,4.52,-16.2,19.3,34.89,-103.27,37058.0
16:29:32,120420.0,4.41,-26.0,20.0,34.89,-103.26666666666667,37256.0
16:30:32,120313.0,4.43,-27.8,19.0,34.891666666666666,-103.26333333333334,37327.0
16:31:32,119998.0,4.49,-27.0,18.3,34.891666666666666,-103.26166666666667,37219.0
16:32:32,120313.0,4.43,-20.2,18.3,34.891666666666666,-103.26166666666667,37242.0
16:33:33,120526.0,4.39,-23.6,19.7,34.89333333333333,-103.26,37339.0
16:34:33,120420.0,4.41,-28.5,20.4,34.89333333333333,-103.25833333333334,37351.0
16:35:33,120051.0,4.48,-28.2,21.1,34.89333333333333,-103.25833333333334,37257.0
16:36:33,120208.0,4.45,-24.0,21.8,34.89333333333333,-103.25666666666666,37216.0
16:37:33,120687.0,4.36,-21.6,22.9,34.89333333333333,-103.25666666666666,37344.0
16:38:33,120795.0,4.34,-22.3,24.1,34.89333333333333,-103.255,37440.0
16:39:33,120420.0,4.41,-29.0,22.9,34.891666666666666,-103.25333333333333,37382.0
16:40:33,120051.0,4.48,-29.0,22.6,34.89,-103.25333333333333,37228.0
16:41:33,120261.0,4.44,-31.7,21.8,34.89,-103.25166666666667,37226.0
16:42:33,120633.0,4.37,-28.6,20.0,34.888333333333335,-103.25166666666667,37355.0
16:43:33,120741.0,4.35,-30.9,17.4,34.88666666666667,-103.25,37433.0
16:44:33,120420.0,4.41,-31.0,14.6,34.885,-103.24833333333333,37383.0
16:45:33,119998.0,4.49,-28.2,12.0,34.88333333333333,-103.24666666666667,37242.0
16:46:33,120208.0,4.45,-20.8,12.3,34.88166666666667,-103.24666666666667,37207.0
16:47:33,120473.0,4.4,-22.8,14.6,34.87833333333333,-103.245,37320.0
16:48:33,120633.0,4.37,-26.1,16.4,34.876666666666665,-103.245,37380.0
16:49:33,120633.0,4.37,-29.3,17.4,34.875,-103.24333333333334,37398.0
16:50:33,120526.0,4.39,-28.0,18.4,34.873333333333335,-103.24166666666666,37374.0
16:51:33,120420.0,4.41,-26.8,18.7,34.87,-103.24166666666666,37333.0
16:52:33,120526.0,4.39,-23.7,19.7,34.86833333333333,-103.24,37336.0
16:53:33,120741.0,4.35,-28.7,21.5,34.865,-103.23833333333333,37397.0
16:54:33,120849.0,4.33,-31.7,21.8,34.861666666666665,-103.23833333333333,37457.0
16:55:33,120633.0,4.37,-29.4,22.2,34.86,-103.23666666666666,37439.0
16:56:34,120313.0,4.43,-27.1,22.2,34.85666666666667,-103.235,37334.0
16:57:34,120420.0,4.41,-20.1,22.6,34.85333333333333,-103.235,37303.0
16:58:34,120687.0,4.36,-27.3,23.3,34.85,-103.235,37401.0
16:59:34,120741.0,4.35,-28.4,24.1,34.848333333333336,-103.23333333333333,37436.0
17:00:34,120687.0,4.36,-28.7,24.1,34.845,-103.23333333333333,37418.0
17:01:34,120633.0,4.37,-27.2,22.6,34.84166666666667,-103.23166666666667,37401.0
17:02:34,120687.0,4.36,-28.8,20.4,34.83833333333333,-103.23166666666667,37406.0
17:03:34,120741.0,4.35,-28.6,18.4,34.835,-103.23166666666667,37427.0
17:04:34,120795.0,4.34,-29.6,15.2,34.83,-103.23166666666667,37443.0
17:05:34,120741.0,4.35,-30.5,12.6,34.82666666666667,-103.23166666666667,37448.0
17:06:34,120633.0,4.37,-31.3,10.7,34.821666666666665,-103.23166666666667,37417.0
17:07:34,120687.0,4.36,-32.0,9.1,34.818333333333335,-103.23166666666667,37401.0
17:08:34,120903.0,4.32,-28.4,8.1,34.81333333333333,-103.23166666666667,37450.0
17:09:34,121012.0,4.3,-29.6,7.7,34.80833333333333,-103.23166666666667,37508.0
17:10:34,120903.0,4.32,-30.6,8.6,34.803333333333335,-103.23166666666667,37493.0
17:11:34,120741.0,4.35,-29.7,11.2,34.8,-103.23166666666667,37432.0
17:12:34,120741.0,4.35,-29.8,14.0,34.795,-103.23166666666667,37416.0
17:13:34,120903.0,4.32,-26.8,17.0,34.79,-103.23166666666667,37452.0
17:14:34,120849.0,4.33,-25.4,19.7,34.785,-103.23166666666667,37480.0
17:15:34,120687.0,4.36,-26.2,20.4,34.78,-103.23166666666667,37440.0
17:16:34,120526.0,4.39,-25.2,21.1,34.775,-103.23,37377.0
17:17:34,120526.0,4.39,-28.0,21.8,34.77,-103.23,37359.0
17:18:35,120633.0,4.37,-24.0,22.9,34.765,-103.22833333333334,37382.0
17:19:35,120526.0,4.39,-24.9,23.7,34.76166666666667,-103.22833333333334,37378.0
17:20:35,120420.0,4.41,-24.0,24.5,34.75666666666667,-103.22666666666667,37338.0
17:21:35,120420.0,4.41,-23.0,25.3,34.75333333333333,-103.22666666666667,37318.0
17:22:35,120473.0,4.4,-25.5,26.1,34.748333333333335,-103.22666666666667,37341.0
17:23:35,120473.0,4.4,-27.6,27.0,34.745,-103.225,37356.0
17:24:35,120473.0,4.4,-25.5,27.4,34.74,-103.225,37344.0
17:25:35,120526.0,4.39,-24.9,27.8,34.736666666666665,-103.22333333333333,37347.0
17:26:35,120526.0,4.39,-25.2,28.3,34.73166666666667,-103.22333333333333,37364.0
17:27:35,120420.0,4.41,-25.3,28.7,34.72833333333333,-103.22166666666666,37348.0
17:28:35,120261.0,4.44,-24.2,29.1,34.723333333333336,-103.22,37307.0
17:29:35,120208.0,4.45,-24.9,29.1,34.718333333333334,-103.21833333333333,37274.0
17:30:35,120208.0,4.45,-26.0,29.6,34.71333333333333,-103.21666666666667,37266.0
17:31:35,120261.0,4.44,-27.4,29.6,34.708333333333336,-103.21666666666667,37272.0
17:32:35,120313.0,4.43,-25.7,29.6,34.70333333333333,-103.215,37289.0
17:33:35,120313.0,4.43,-27.0,30.1,34.7,-103.21333333333334,37300.0
17:34:35,120366.0,4.42,-26.9,31.0,34.695,-103.21166666666667,37313.0
17:35:35,120420.0,4.41,-23.6,31.0,34.69,-103.21166666666667,37325.0
17:36:35,120313.0,4.43,-22.4,31.0,34.685,-103.21,37318.0
17:37:35,120261.0,4.44,-21.9,31.0,34.68,-103.20833333333333,37296.0
17:38:35,120261.0,4.44,-21.8,31.0,34.675,-103.20833333333333,37285.0
17:39:35,120208.0,4.45,-23.4,31.0,34.67166666666667,-103.20666666666666,37268.0
17:40:35,120208.0,4.45,-24.8,30.0,34.666666666666664,-103.20666666666666,37257.0
17:41:36,120313.0,4.43,-23.7,31.0,34.66166666666667,-103.205,37294.0
17:42:36,120366.0,4.42,-25.7,30.1,34.656666666666666,-103.20333333333333,37319.0
17:43:36,120366.0,4.42,-26.1,30.1,34.651666666666664,-103.20166666666667,37306.0
17:44:36,120366.0,4.42,-23.8,31.0,34.645,-103.2,37304.0
17:45:36,120366.0,4.42,-22.8,31.0,34.64,-103.19833333333334,37313.0
17:46:36,120366.0,4.42,-22.4,31.0,34.635,-103.195,37312.0
17:47:36,120366.0,4.42,-23.2,31.5,34.62833333333333,-103.19333333333333,37310.0
17:48:36,120420.0,4.41,-26.5,31.5,34.623333333333335,-103.19,37318.0
17:49:36,120366.0,4.42,-25.2,32.0,34.61833333333333,-103.18666666666667,37311.0
17:50:36,120420.0,4.41,-26.2,32.0,34.61333333333333,-103.185,37313.0
17:51:36,120633.0,4.37,-27.4,32.0,34.60666666666667,-103.18,37351.0
17:52:36,120633.0,4.37,-27.8,32.0,34.60166666666667,-103.17666666666666,37387.0
17:53:36,120633.0,4.37,-26.6,32.0,34.596666666666664,-103.17333333333333,37381.0
17:54:36,120633.0,4.37,-27.6,32.5,34.59166666666667,-103.17,37376.0
17:55:36,120526.0,4.39,-28.5,32.5,34.585,-103.165,37363.0
17:56:36,120420.0,4.41,-27.4,32.5,34.58,-103.16166666666666,37334.0
17:57:36,120526.0,4.39,-28.2,35.5,34.57333333333333,-103.15666666666667,37310.0
17:58:36,120366.0,4.42,-27.7,32.5,34.56666666666667,-103.15333333333334,37295.0
17:59:36,120420.0,4.41,-28.1,33.0,34.56,-103.14833333333333,37310.0
18:00:36,120473.0,4.4,-28.9,33.0,34.553333333333335,-103.145,37327.0
18:01:36,120526.0,4.39,-29.5,36.1,34.54666666666667,-103.14166666666667,37336.0
18:02:36,120687.0,4.36,-29.5,36.1,34.541666666666664,-103.13833333333334,37343.0
18:03:36,120633.0,4.37,-29.2,36.1,34.535,-103.13333333333334,37333.0
18:04:37,120687.0,4.36,-28.7,36.6,34.528333333333336,-103.13,37334.0
18:05:37,120795.0,4.34,-28.4,37.2,34.52,-103.125,37364.0
18:06:37,120849.0,4.33,-28.4,37.2,34.515,-103.12166666666667,37397.0
18:07:37,120633.0,4.37,-28.2,33.5,34.50833333333333,-103.11833333333334,37384.0
18:08:37,120795.0,4.34,-27.8,37.7,34.501666666666665,-103.115,37364.0
18:09:37,120849.0,4.33,-27.9,37.7,34.49666666666667,-103.11,37375.0
18:10:37,120795.0,4.34,-28.2,37.7,34.49,-103.10666666666667,37383.0
18:11:37,120687.0,4.36,-27.9,37.7,34.483333333333334,-103.10333333333334,37346.0
18:12:37,120580.0,4.38,-28.3,34.5,34.475,-103.09833333333333,37341.0
18:13:37,120849.0,4.33,-28.4,38.3,34.468333333333334,-103.095,37383.0
18:14:37,120849.0,4.33,-28.5,35.0,34.461666666666666,-103.09166666666667,37395.0
18:15:37,120633.0,4.37,-28.1,35.0,34.455,-103.08833333333334,37380.0
18:16:37,120633.0,4.37,-27.3,35.0,34.446666666666665,-103.08333333333333,37368.0
18:17:37,120580.0,4.38,-26.4,35.6,34.44,-103.08,37360.0
18:18:37,120687.0,4.36,-26.7,36.1,34.43333333333333,-103.075,37365.0
18:19:37,120849.0,4.33,-28.1,36.7,34.42666666666667,-103.07166666666667,37415.0
18:20:37,120741.0,4.35,-27.9,36.7,34.42,-103.06666666666666,37430.0
18:21:37,120633.0,4.37,-27.0,37.2,34.413333333333334,-103.06166666666667,37394.0
18:22:37,120633.0,4.37,-27.1,37.8,34.406666666666666,-103.05666666666667,37371.0
18:23:37,120633.0,4.37,-27.8,38.4,34.4,-103.05333333333333,37360.0
18:24:37,120633.0,4.37,-28.0,38.4,34.395,-103.04833333333333,37357.0
18:25:37,120687.0,4.36,-28.5,38.4,34.388333333333335,-103.04333333333334,37386.0
18:26:38,120741.0,4.35,-28.9,38.4,34.38166666666667,-103.03833333333333,37405.0
18:27:38,120795.0,4.34,-29.1,39.6,34.375,-103.03333333333333,37420.0
18:28:38,120849.0,4.33,-29.7,39.6,34.36833333333333,-103.02666666666667,37445.0
18:29:38,120741.0,4.35,-29.4,39.6,34.361666666666665,-103.02166666666666,37434.0
18:30:38,120633.0,4.37,-28.4,40.2,34.35666666666667,-103.015,37396.0
18:31:38,120633.0,4.37,-29.5,40.2,34.35,-103.01,37377.0
18:32:38,120633.0,4.37,-28.8,40.8,34.345,-103.00333333333333,37375.0
18:33:38,120795.0,4.34,-29.5,40.8,34.34,-104.99833333333333,37419.0
18:34:38,120849.0,4.33,-28.9,41.4,34.333333333333336,-104.99166666666666,37450.0
18:35:38,120903.0,4.32,-29.5,42.1,34.32666666666667,-104.985,37462.0
18:36:38,120795.0,4.34,-29.7,42.1,34.32,-104.97833333333334,37444.0
18:37:38,120633.0,4.37,-28.7,42.7,34.315,-104.97166666666666,37392.0
18:38:38,120633.0,4.37,-28.9,43.4,34.30833333333333,-104.965,37374.0
18:39:38,120687.0,4.36,-28.7,43.4,34.30166666666667,-104.95833333333333,37394.0
18:40:38,120687.0,4.36,-27.5,43.4,34.29333333333334,-104.95,37409.0
18:41:38,120741.0,4.35,-26.5,44.0,34.28666666666667,-104.94333333333333,37402.0
18:42:38,121176.0,4.27,-28.4,44.7,34.281666666666666,-104.93666666666667,37498.0
18:43:38,121176.0,4.27,-29.2,44.7,34.276666666666664,-104.93,37570.0
18:44:38,120633.0,4.37,-29.5,43.4,34.27166666666667,-104.92166666666667,37465.0
18:45:38,120366.0,4.42,-26.1,43.4,34.265,-104.91333333333333,37310.0
18:46:38,120633.0,4.37,-24.8,44.7,34.26,-104.90666666666667,37330.0
18:47:38,120903.0,4.32,-27.7,45.4,34.255,-104.9,37424.0
18:48:38,121176.0,4.27,-28.7,46.2,34.248333333333335,-104.89,37518.0
18:49:39,121121.0,4.28,-30.0,45.4,34.245,-104.88333333333334,37549.0
18:50:39,120903.0,4.32,-29.3,44.8,34.24,-104.875,37497.0
18:51:39,120849.0,4.33,-28.6,44.8,34.235,-104.86833333333334,37442.0
18:52:39,121067.0,4.29,-28.8,45.5,34.23,-104.86166666666666,37479.0
18:53:39,121176.0,4.27,-28.5,45.4,34.225,-104.855,37543.0
18:54:39,121012.0,4.3,-29.0,44.8,34.22,-104.84833333333333,37529.0
18:55:39,120849.0,4.33,-28.8,44.1,34.215,-104.84166666666667,37461.0
18:56:39,120795.0,4.34,-28.3,44.1,34.21,-104.83333333333333,37434.0
18:57:39,120903.0,4.32,-27.9,43.4,34.205,-104.825,37451.0
18:58:39,120903.0,4.32,-27.6,43.4,34.20166666666667,-104.81833333333333,37465.0
18:59:39,120903.0,4.32,-28.0,43.4,34.196666666666665,-104.81,37466.0
19:00:39,120957.0,4.31,-30.1,43.4,34.193333333333335,-104.80333333333333,37472.0
19:01:39,121012.0,4.3,-31.3,43.4,34.18833333333333,-104.795,37492.0
19:02:39,121121.0,4.28,-31.7,43.4,34.18333333333333,-104.78666666666666,37517.0
19:03:39,121176.0,4.27,-31.4,43.4,34.18,-104.78,37548.0
19:04:39,121121.0,4.28,-30.3,44.1,34.175,-104.77166666666666,37553.0
19:05:39,121067.0,4.29,-29.0,44.8,34.17166666666667,-104.765,37526.0
19:06:39,121121.0,4.28,-27.6,44.8,34.166666666666664,-104.75666666666666,37522.0
19:07:39,121231.0,4.26,-27.5,44.8,34.163333333333334,-104.75,37556.0
19:08:39,121342.0,4.24,-28.0,45.5,34.16,-104.74,37605.0
19:09:39,121231.0,4.26,-29.2,45.5,34.15833333333333,-104.73333333333333,37609.0
19:10:39,121012.0,4.3,-29.0,44.8,34.155,-104.725,37552.0
19:11:39,120957.0,4.31,-26.5,44.8,34.151666666666664,-104.71833333333333,37498.0
19:12:40,121121.0,4.28,-26.9,45.5,34.14666666666667,-104.71166666666667,37514.0
19:13:40,121287.0,4.25,-30.3,45.5,34.141666666666666,-104.70333333333333,37591.0
19:14:40,121398.0,4.23,-32.7,45.5,34.13666666666666,-104.69833333333334,37624.0
19:15:40,121231.0,4.26,-32.9,44.8,34.13333333333333,-104.69,37601.0
19:16:40,121121.0,4.28,-32.8,44.8,34.12833333333333,-104.68166666666667,37559.0
19:17:40,121176.0,4.27,-29.7,44.8,34.125,-104.675,37554.0
19:18:40,121398.0,4.23,-31.2,44.8,34.12,-104.66833333333334,37609.0
19:19:40,121509.0,4.21,-32.2,44.8,34.11666666666667,-104.66166666666666,37651.0
19:20:40,121398.0,4.23,-30.1,44.1,34.111666666666665,-104.65333333333334,37645.0
19:21:40,121231.0,4.26,-27.4,44.8,34.10666666666667,-104.64666666666666,37589.0
19:22:40,121287.0,4.25,-25.6,45.5,34.10333333333333,-104.64,37578.0
