TIME,BARALT,MBS,AIRT,DRAD,LAT,LON,GPSALT
19:23:40,121398.0,4.23,-24.6,46.2,34.098333333333336,-104.63333333333334,37613.0
19:24:40,121342.0,4.24,-24.8,46.2,34.093333333333334,-104.625,37627.0
19:25:40,121287.0,4.25,-26.6,45.5,34.08833333333333,-104.62,37612.0
19:26:40,121342.0,4.24,-27.1,44.8,34.083333333333336,-104.61166666666666,37606.0
19:27:40,121453.0,4.22,-26.6,44.8,34.07833333333333,-104.60666666666667,37631.0
19:28:40,121509.0,4.21,-26.2,44.8,34.071666666666665,-104.6,37662.0
19:29:40,121509.0,4.21,-27.0,44.8,34.06666666666667,-104.59333333333333,37668.0
19:30:40,121509.0,4.21,-27.1,44.1,34.06,-104.58666666666667,37657.0
19:31:40,121398.0,4.23,-26.9,43.4,34.053333333333335,-104.58,37636.0
19:32:40,121398.0,4.23,-26.5,43.4,34.04833333333333,-104.57333333333334,37625.0
19:33:40,121453.0,4.22,-24.1,43.4,34.041666666666664,-104.56666666666666,37633.0
19:34:41,121509.0,4.21,-22.5,42.8,34.03666666666667,-104.56,37652.0
19:35:41,121565.0,4.2,-23.0,40.9,34.03,-104.55166666666666,37667.0
19:36:41,121565.0,4.2,-22.3,37.3,34.026666666666664,-104.545,37666.0
19:37:41,121565.0,4.2,-22.6,34.6,34.02,-104.53666666666666,37667.0
19:38:41,121565.0,4.2,-23.5,32.1,34.015,-104.52833333333334,37666.0
19:39:41,121453.0,4.22,-28.6,29.3,34.00833333333333,-104.52166666666666,37641.0
19:40:41,121342.0,4.24,-29.5,27.5,34.001666666666665,-104.51333333333334,37598.0
19:41:41,121398.0,4.23,-30.8,25.8,33.99666666666667,-104.505,37594.0
19:42:41,121398.0,4.23,-31.3,24.6,33.99,-104.49833333333333,37612.0
19:43:41,121287.0,4.25,-31.3,23.4,33.983333333333334,-104.49,37583.0
19:44:41,121176.0,4.27,-31.3,22.3,33.97666666666667,-104.48333333333333,37548.0
19:45:41,121176.0,4.27,-32.0,21.6,33.97,-104.475,37536.0
19:46:41,121121.0,4.28,-31.6,20.5,33.961666666666666,-104.46666666666667,37528.0
19:47:41,121121.0,4.28,-31.5,20.2,33.955,-104.46,37518.0
19:48:41,121067.0,4.29,-31.3,19.8,33.946666666666665,-104.45166666666667,37508.0
19:49:41,121012.0,4.3,-30.8,19.5,33.93833333333333,-104.44333333333333,37489.0
19:50:41,121121.0,4.28,-30.6,19.1,33.931666666666665,-104.43666666666667,37493.0
19:51:41,121176.0,4.27,-30.9,19.5,33.925,-104.43,37531.0
19:52:41,121012.0,4.3,-31.5,19.5,33.916666666666664,-104.42333333333333,37517.0
19:53:41,120849.0,4.33,-31.5,19.8,33.90833333333333,-104.41333333333333,37456.0
19:54:41,120849.0,4.33,-31.2,19.8,33.901666666666664,-104.40666666666667,37437.0
19:55:41,120957.0,4.31,-31.8,19.8,33.895,-104.4,37456.0
19:56:41,120957.0,4.31,-32.2,19.8,33.888333333333335,-104.39333333333333,37460.0
19:57:42,120957.0,4.31,-32.5,19.8,33.88166666666667,-104.385,37461.0
19:58:42,120903.0,4.32,-32.6,19.1,33.873333333333335,-104.37666666666667,37453.0
19:59:42,120795.0,4.34,-32.6,19.1,33.86833333333333,-104.36833333333334,37432.0
20:00:42,120795.0,4.34,-32.2,19.1,33.861666666666665,-104.36,37421.0
20:01:42,120903.0,4.32,-29.1,19.5,33.855,-104.35166666666667,37430.0
20:02:42,120957.0,4.31,-29.1,19.8,33.848333333333336,-104.34333333333333,37457.0
20:03:42,120795.0,4.34,-29.3,21.6,33.84166666666667,-104.335,37441.0
20:04:42,120633.0,4.37,-31.9,24.2,33.835,-104.325,37376.0
20:05:42,120473.0,4.4,-32.3,27.5,33.83,-104.31666666666666,37321.0
20:06:42,120473.0,4.4,-28.7,31.1,33.82333333333333,-104.30833333333334,37313.0
20:07:42,120526.0,4.39,-28.3,33.1,33.818333333333335,-104.29833333333333,37334.0
20:08:42,120580.0,4.38,-28.2,35.1,33.81166666666667,-104.29,37348.0
20:09:42,120580.0,4.38,-28.0,35.7,33.805,-104.28333333333333,37351.0
20:10:42,120473.0,4.4,-28.7,36.2,33.79833333333333,-104.27333333333333,37332.0
20:11:42,120313.0,4.43,-29.4,36.8,33.79333333333334,-104.26666666666667,37282.0
20:12:42,120208.0,4.45,-32.1,36.2,33.788333333333334,-104.25833333333334,37238.0
20:13:42,120103.0,4.47,-31.8,34.1,33.78333333333333,-104.24833333333333,37207.0
20:14:42,119998.0,4.49,-31.6,32.1,33.78,-104.24,37185.0
20:15:42,119998.0,4.49,-29.0,29.3,33.775,-104.23166666666667,37170.0
20:16:42,119946.0,4.5,-28.7,27.5,33.77,-104.22333333333333,37165.0
20:17:42,119894.0,4.51,-29.7,26.2,33.763333333333335,-104.215,37143.0
20:18:42,119791.0,4.53,-28.8,26.6,33.75833333333333,-104.205,37106.0
20:19:42,119843.0,4.52,-27.6,28.8,33.75333333333333,-104.19666666666667,37103.0
20:20:43,119843.0,4.52,-28.1,31.1,33.748333333333335,-104.185,37116.0
20:21:43,119688.0,4.55,-28.6,32.1,33.74333333333333,-104.175,37081.0
20:22:43,119534.0,4.58,-28.7,33.1,33.73833333333333,-104.165,37026.0
20:23:43,119483.0,4.59,-31.5,33.1,33.733333333333334,-104.155,37001.0
20:24:43,119534.0,4.58,-31.8,31.6,33.72833333333333,-104.145,37006.0
20:25:43,119483.0,4.59,-31.9,29.3,33.723333333333336,-104.13333333333334,37014.0
20:26:43,119483.0,4.59,-32.0,26.6,33.718333333333334,-104.12333333333333,37008.0
20:27:43,119432.0,4.6,-32.2,24.6,33.71333333333333,-104.11333333333333,36988.0
20:28:43,119483.0,4.59,-32.7,22.7,33.71,-104.10333333333334,36992.0
20:29:43,119636.0,4.56,-30.2,21.2,33.705,-104.09333333333333,37035.0
20:30:43,119585.0,4.57,-30.1,19.8,33.7,-104.08333333333333,37053.0
20:31:43,119432.0,4.6,-30.1,18.5,33.696666666666665,-104.075,37008.0
20:32:43,119230.0,4.64,-29.5,17.1,33.69166666666667,-104.065,36941.0
20:33:43,119280.0,4.63,-28.5,16.8,33.68666666666667,-104.055,36924.0
20:34:43,119331.0,4.62,-28.7,16.2,33.68333333333333,-104.045,36948.0
20:35:43,119331.0,4.62,-28.5,15.9,33.678333333333335,-104.035,36964.0
20:36:43,119280.0,4.63,-29.8,15.0,33.675,-104.025,36948.0
20:37:43,119230.0,4.64,-28.4,14.7,33.67166666666667,-104.01333333333334,36931.0
20:38:43,119230.0,4.64,-26.9,14.4,33.66833333333334,-104.00333333333333,36934.0
20:39:43,119230.0,4.64,-28.7,15.9,33.663333333333334,-105.99333333333334,36938.0
20:40:43,119180.0,4.65,-28.9,13.8,33.66,-105.98333333333333,36923.0
20:41:43,119280.0,4.63,-29.2,14.9,33.655,-105.97166666666666,36906.0
20:42:44,119130.0,4.66,-29.1,13.0,33.651666666666664,-105.96166666666667,36900.0
20:43:44,119230.0,4.64,-29.6,13.5,33.64833333333333,-105.95,36920.0
20:44:44,119382.0,4.61,-29.1,17.1,33.64333333333333,-105.93833333333333,36933.0
20:45:44,119180.0,4.65,-27.9,18.4,33.64,-105.92833333333333,36922.0
20:46:44,119130.0,4.66,-28.1,24.2,33.635,-105.91666666666667,36902.0
20:47:44,119080.0,4.67,-26.3,24.6,33.63166666666667,-105.90666666666667,36893.0
20:48:44,119180.0,4.65,-26.7,27.5,33.626666666666665,-105.89666666666666,36903.0
20:49:44,119230.0,4.64,-25.9,29.2,33.62166666666667,-105.88666666666667,36922.0
20:50:44,119130.0,4.66,-26.0,33.6,33.61833333333333,-105.87666666666667,36914.0
20:51:44,119230.0,4.64,-24.9,35.1,33.61333333333333,-105.86666666666666,36890.0
20:52:44,119180.0,4.65,-27.0,36.2,33.61,-105.85833333333333,36895.0
20:53:44,119483.0,4.59,-28.8,37.3,33.605,-105.84833333333333,36945.0
20:54:44,119432.0,4.6,-30.4,34.6,33.6,-105.83833333333334,36993.0
20:55:44,119432.0,4.6,-30.3,37.8,33.596666666666664,-105.82833333333333,36976.0
20:56:44,119280.0,4.63,-29.4,37.8,33.593333333333334,-105.82,36920.0
20:57:44,119331.0,4.62,-27.7,39.6,33.58833333333333,-105.81166666666667,36904.0
20:58:44,119432.0,4.6,-27.7,39.6,33.583333333333336,-105.8,36934.0
20:59:44,119432.0,4.6,-28.3,36.2,33.57833333333333,-105.79166666666667,36950.0
21:00:44,119382.0,4.61,-29.0,39.6,33.575,-105.78333333333333,36937.0
21:01:44,119280.0,4.63,-28.7,39.6,33.57,-105.77166666666666,36906.0
21:02:44,119382.0,4.61,-27.4,39.6,33.565,-105.76166666666667,36912.0
21:03:44,119432.0,4.6,-27.5,36.7,33.56166666666667,-105.75166666666667,36935.0
21:04:44,119230.0,4.64,-27.9,36.2,33.556666666666665,-105.74,36925.0
21:05:45,119130.0,4.66,-28.3,36.2,33.553333333333335,-105.73,36896.0
21:06:45,119130.0,4.66,-27.7,36.2,33.54833333333333,-105.72,36884.0
21:07:45,119080.0,4.67,-27.8,36.8,33.54333333333334,-105.70666666666666,36874.0
21:08:45,119030.0,4.68,-28.3,36.8,33.538333333333334,-105.69666666666667,36866.0
21:09:45,118980.0,4.69,-29.0,36.8,33.53333333333333,-105.68666666666667,36848.0
21:10:45,118880.0,4.71,-28.9,36.8,33.528333333333336,-105.67333333333333,36820.0
21:11:45,118930.0,4.7,-28.6,36.8,33.52333333333333,-105.66333333333333,36819.0
21:12:45,118980.0,4.69,-29.1,36.8,33.51833333333333,-105.65166666666667,36841.0
21:13:45,118980.0,4.69,-29.7,36.8,33.513333333333335,-105.64166666666667,36848.0
21:14:45,118930.0,4.7,-28.9,36.8,33.50833333333333,-105.63166666666666,36834.0
21:15:45,118980.0,4.69,-28.1,36.8,33.50333333333333,-105.61833333333334,36829.0
21:16:45,119030.0,4.68,-28.1,36.8,33.498333333333335,-105.60833333333333,36851.0
21:17:45,119030.0,4.68,-27.6,36.8,33.495,-105.59666666666666,36862.0
21:18:45,118930.0,4.7,-26.8,36.8,33.49,-105.58666666666667,36841.0
21:19:45,118980.0,4.69,-26.6,36.2,33.485,-105.57666666666667,36829.0
21:20:45,119030.0,4.68,-27.1,36.2,33.48,-105.565,36852.0
21:21:45,119030.0,4.68,-27.0,36.2,33.475,-105.55333333333333,36871.0
21:22:45,118880.0,4.71,-25.8,35.7,33.471666666666664,-105.54333333333334,36841.0
21:23:45,118831.0,4.72,-26.2,35.7,33.46666666666667,-105.53333333333333,36806.0
21:24:45,118980.0,4.69,-26.0,35.7,33.461666666666666,-105.52166666666666,36821.0
21:25:45,119130.0,4.66,-27.1,35.7,33.45666666666666,-105.51,36873.0
21:26:45,119180.0,4.65,-29.6,35.1,33.45166666666667,-105.5,36912.0
21:27:45,119080.0,4.67,-30.9,35.1,33.446666666666665,-105.48833333333333,36895.0
21:28:46,118980.0,4.69,-30.8,34.1,33.44166666666667,-105.47833333333334,36860.0
21:29:46,119080.0,4.67,-29.9,34.1,33.43666666666667,-105.46833333333333,36857.0
21:30:46,119180.0,4.65,-29.3,34.6,33.431666666666665,-105.455,36890.0
21:31:46,119230.0,4.64,-30.4,34.1,33.42666666666667,-105.445,36920.0
21:32:46,119080.0,4.67,-31.4,34.1,33.42166666666667,-105.43333333333334,36898.0
21:33:46,118980.0,4.69,-31.2,33.6,33.41833333333334,-105.42333333333333,36859.0
21:34:46,119030.0,4.68,-30.5,33.6,33.413333333333334,-105.41166666666666,36845.0
21:35:46,119080.0,4.67,-29.1,33.6,33.406666666666666,-105.4,36865.0
21:36:46,119080.0,4.67,-28.5,34.1,33.401666666666664,-105.39,36881.0
21:37:46,119080.0,4.67,-28.9,33.6,33.39666666666667,-105.37833333333333,36872.0
21:38:46,119080.0,4.67,-29.9,33.6,33.391666666666666,-105.36833333333334,36866.0
21:39:46,119230.0,4.64,-30.3,33.1,33.38666666666666,-105.35833333333333,36898.0
21:40:46,119382.0,4.61,-30.2,33.1,33.38166666666667,-105.34833333333333,36947.0
21:41:46,119331.0,4.62,-28.7,32.6,33.376666666666665,-105.33666666666667,36960.0
21:42:46,119331.0,4.62,-28.6,32.6,33.37,-105.325,36945.0
21:43:46,119331.0,4.62,-30.1,32.6,33.365,-105.31333333333333,36944.0
21:44:46,119432.0,4.6,-29.1,32.6,33.36,-105.30333333333333,36970.0
21:45:46,119432.0,4.6,-29.4,32.6,33.35666666666667,-105.29333333333334,36984.0
21:46:46,119483.0,4.59,-30.0,32.6,33.35166666666667,-105.28166666666667,36986.0
21:47:46,119534.0,4.58,-31.4,32.1,33.346666666666664,-105.27,36998.0
21:48:46,119585.0,4.57,-31.0,32.1,33.34166666666667,-105.25833333333334,37022.0
21:49:46,119585.0,4.57,-30.1,32.1,33.336666666666666,-105.24833333333333,37026.0
21:50:47,119432.0,4.6,-29.2,32.1,33.33166666666666,-105.23666666666666,36997.0
21:51:47,119432.0,4.6,-28.1,32.6,33.325,-105.225,36970.0
21:52:47,119534.0,4.58,-27.5,32.6,33.32,-105.21333333333334,36990.0
21:53:47,119636.0,4.56,-28.4,32.6,33.315,-105.20333333333333,37036.0
21:54:47,119585.0,4.57,-28.2,32.1,33.31,-105.19166666666666,37042.0
21:55:47,119432.0,4.6,-27.3,32.1,33.305,-105.18166666666667,36993.0
21:56:47,119331.0,4.62,-26.5,32.1,33.3,-105.17,36955.0
21:57:47,119432.0,4.6,-26.5,32.1,33.295,-105.15833333333333,36964.0
21:58:47,119432.0,4.6,-27.3,31.6,33.29,-105.14666666666666,36980.0
21:59:47,119432.0,4.6,-27.2,31.1,33.285,-105.13666666666667,36971.0
22:00:47,119483.0,4.59,-26.7,31.1,33.28,-105.125,36980.0
22:01:47,119688.0,4.55,-26.6,31.1,33.275,-105.115,37028.0
22:02:47,119791.0,4.53,-27.1,31.1,33.27,-105.10333333333334,37073.0
22:03:47,119791.0,4.53,-27.5,31.1,33.265,-105.09333333333333,37085.0
22:04:47,119739.0,4.54,-27.4,31.1,33.26166666666666,-105.08166666666666,37074.0
22:05:47,119739.0,4.54,-27.4,30.2,33.25666666666667,-105.07,37067.0
22:06:47,119791.0,4.53,-28.0,30.2,33.25333333333333,-105.06,37078.0
22:07:47,119791.0,4.53,-28.5,29.7,33.248333333333335,-105.04833333333333,37092.0
22:08:47,119688.0,4.55,-28.1,29.7,33.245,-105.03666666666666,37073.0
22:09:47,119534.0,4.58,-27.2,29.7,33.24,-105.02333333333333,37021.0
22:10:47,119382.0,4.61,-26.4,29.7,33.235,-105.01166666666667,36968.0
22:11:47,119280.0,4.63,-26.3,29.3,33.23,-105.0,36938.0
22:12:47,119280.0,4.63,-27.4,29.3,33.22666666666667,-106.98833333333333,36925.0
22:13:48,119230.0,4.64,-27.6,29.3,33.221666666666664,-106.975,36912.0
22:14:48,119230.0,4.64,-28.5,28.8,33.21666666666667,-106.96166666666667,36914.0
22:15:48,119280.0,4.63,-27.8,29.3,33.211666666666666,-106.95166666666667,36923.0
22:16:48,119280.0,4.63,-28.0,29.3,33.20666666666666,-106.94,36929.0
22:17:48,119280.0,4.63,-28.4,28.8,33.20333333333333,-106.92833333333333,36934.0
22:18:48,119331.0,4.62,-27.8,28.9,33.196666666666665,-106.915,36943.0
22:19:48,119280.0,4.63,-27.8,28.9,33.19166666666667,-106.905,36938.0
22:20:48,119180.0,4.65,-26.7,28.9,33.18666666666667,-106.89333333333333,36911.0
22:21:48,119230.0,4.64,-26.2,28.9,33.18333333333333,-106.88333333333334,36905.0
22:22:48,119382.0,4.61,-26.2,28.9,33.178333333333335,-106.87333333333333,36945.0
22:23:48,119432.0,4.6,-27.1,28.4,33.175,-106.86166666666666,36980.0
22:24:48,119280.0,4.63,-28.6,28.4,33.17,-106.85166666666667,36956.0
22:25:48,119180.0,4.65,-29.6,28.0,33.166666666666664,-106.84166666666667,36914.0
22:26:48,119230.0,4.64,-29.8,27.5,33.163333333333334,-106.83,36911.0
22:27:48,119280.0,4.63,-29.8,27.5,33.16,-106.82,36934.0
22:28:48,119180.0,4.65,-29.5,27.5,33.156666666666666,-106.81,36932.0
22:29:48,118980.0,4.69,-29.1,26.7,33.153333333333336,-106.79833333333333,36883.0
22:30:48,118782.0,4.73,-28.5,26.7,33.15,-106.78833333333333,36803.0
22:31:48,118634.0,4.76,-28.0,26.7,33.14666666666667,-106.77666666666667,36759.0
22:32:48,118585.0,4.77,-27.6,26.7,33.14333333333333,-106.76666666666667,36737.0
22:33:48,118536.0,4.78,-27.8,26.3,33.141666666666666,-106.75666666666666,36721.0
22:34:48,118391.0,4.81,-28.0,25.9,33.138333333333335,-106.74666666666667,36680.0
22:35:48,118054.0,4.88,-27.4,25.5,33.13666666666666,-106.73666666666666,36604.0
22:36:49,117864.0,4.92,-24.8,25.0,33.135,-106.72666666666667,36525.0
22:37:49,117864.0,4.92,-23.5,25.5,33.13166666666667,-106.715,36489.0
22:38:49,118054.0,4.88,-23.3,25.5,33.12833333333333,-106.70666666666666,36525.0
22:39:49,118246.0,4.84,-25.5,24.3,33.125,-106.695,36606.0
22:40:49,118294.0,4.83,-28.4,22.0,33.12166666666667,-106.685,36641.0
22:41:49,118342.0,4.82,-30.3,19.5,33.11833333333333,-106.675,36643.0
22:42:49,118439.0,4.8,-30.8,16.9,33.115,-106.665,36658.0
22:43:49,118488.0,4.79,-29.1,16.3,33.11,-106.65333333333334,36693.0
22:44:49,118439.0,4.8,-28.8,16.6,33.108333333333334,-106.64333333333333,36697.0
22:45:49,118246.0,4.84,-28.4,17.2,33.105,-106.63333333333334,36646.0
22:46:49,118102.0,4.87,-28.3,17.2,33.10166666666667,-106.62333333333333,36584.0
22:47:49,118102.0,4.87,-29.4,17.2,33.098333333333336,-106.61333333333333,36560.0
22:48:49,118102.0,4.87,-29.0,17.5,33.093333333333334,-106.6,36567.0
22:49:49,118102.0,4.87,-24.8,18.5,33.09,-106.59,36572.0
22:50:49,118006.0,4.89,-23.5,18.5,33.086666666666666,-106.57833333333333,36554.0
22:51:49,117911.0,4.91,-22.1,18.5,33.085,-106.56666666666666,36521.0
22:52:49,117911.0,4.91,-26.5,18.5,33.08166666666666,-106.555,36507.0
22:53:49,117911.0,4.91,-27.7,18.5,33.07833333333333,-106.545,36514.0
22:54:49,117911.0,4.91,-27.9,18.5,33.07666666666667,-106.535,36517.0
22:55:49,117864.0,4.92,-25.6,17.9,33.07333333333333,-106.525,36504.0
22:56:49,117770.0,4.94,-25.2,17.9,33.07,-106.51333333333334,36478.0
22:57:49,117723.0,4.95,-25.2,17.5,33.068333333333335,-106.50333333333333,36454.0
22:58:50,117723.0,4.95,-28.7,17.2,33.065,-106.49333333333334,36446.0
22:59:50,117817.0,4.93,-25.7,16.6,33.06166666666667,-106.48333333333333,36459.0
23:00:50,117911.0,4.91,-25.4,16.0,33.05833333333333,-106.47166666666666,36486.0
23:01:50,117911.0,4.91,-27.0,16.0,33.055,-106.46,36509.0
23:02:50,117770.0,4.94,-26.1,15.4,33.05166666666667,-106.44833333333334,36490.0
23:03:50,117582.0,4.98,-25.6,15.1,33.05,-106.43833333333333,36428.0
23:04:50,117489.0,5.0,-27.1,14.8,33.04666666666667,-106.42833333333333,36387.0
23:05:50,117489.0,5.0,-27.0,14.2,33.04333333333334,-106.41833333333334,36377.0
23:06:50,117443.0,5.01,-26.6,13.6,33.04,-106.40833333333333,36372.0
23:07:50,117304.0,5.04,-23.4,11.6,33.03666666666667,-106.39666666666666,36345.0
23:08:50,117166.0,5.07,-26.9,9.8,33.03333333333333,-106.385,36294.0
23:09:50,117075.0,5.09,-27.0,9.3,33.03,-106.37333333333333,36254.0
23:10:50,117120.0,5.08,-27.0,9.3,33.028333333333336,-106.36333333333333,36258.0
23:11:50,117075.0,5.09,-28.7,9.6,33.025,-106.35166666666667,36260.0
23:12:50,116984.0,5.11,-30.5,9.8,33.02166666666667,-106.34166666666667,36241.0
23:13:50,116984.0,5.11,-31.1,10.3,33.016666666666666,-106.32833333333333,36220.0
23:14:50,117120.0,5.08,-31.9,10.3,33.013333333333335,-106.31833333333333,36241.0
23:15:50,117258.0,5.05,-32.9,10.6,33.01,-106.30666666666667,36289.0
23:16:50,117258.0,5.05,-33.1,10.6,33.00833333333333,-106.295,36315.0
23:17:50,117258.0,5.05,-32.5,10.9,33.00333333333333,-106.28333333333333,36306.0
23:18:50,117258.0,5.05,-32.2,11.1,33.0,-106.27166666666666,36300.0
23:19:50,117304.0,5.04,-31.0,11.1,32.995,-106.25666666666666,36314.0
23:20:50,117166.0,5.07,-30.5,10.9,32.99,-106.24333333333334,36288.0
23:21:51,116893.0,5.13,-29.0,10.6,32.985,-106.23,36218.0
23:22:51,116803.0,5.15,-28.7,9.8,32.98166666666667,-106.21666666666667,36162.0
23:23:51,116758.0,5.16,-29.0,8.8,32.97666666666667,-106.20333333333333,36147.0
23:24:51,116893.0,5.13,-29.9,8.1,32.971666666666664,-106.18833333333333,36158.0
23:25:51,117075.0,5.09,-25.2,7.8,32.96666666666667,-106.17833333333333,36217.0
23:26:51,117120.0,5.08,-29.8,7.8,32.961666666666666,-106.165,36262.0
23:27:51,116984.0,5.11,-31.1,7.8,32.958333333333336,-106.15166666666667,36232.0
23:28:51,116984.0,5.11,-27.1,7.8,32.95333333333333,-106.13833333333334,36200.0
23:29:51,117120.0,5.08,-26.9,8.3,32.95,-106.12666666666667,36232.0
23:30:51,117166.0,5.07,-28.9,8.8,32.946666666666665,-106.115,36271.0
23:31:51,117120.0,5.08,-29.9,9.3,32.943333333333335,-106.10166666666667,36271.0
23:32:51,117166.0,5.07,-30.3,8.6,32.94,-106.09,36282.0
23:33:51,117212.0,5.06,-30.8,8.3,32.93666666666667,-106.08166666666666,36290.0
23:34:51,117120.0,5.08,-29.9,8.1,32.93333333333333,-106.06833333333333,36277.0
23:35:51,117120.0,5.08,-27.9,7.8,32.93,-106.05666666666667,36262.0
23:36:51,117258.0,5.05,-27.5,8.8,32.92666666666667,-106.045,36266.0
23:37:51,117120.0,5.08,-28.6,7.4,32.92333333333333,-106.035,36272.0
23:38:51,117166.0,5.07,-29.5,7.8,32.92,-106.02333333333333,36252.0
23:39:51,116938.0,5.12,-30.5,6.7,32.915,-106.01,36211.0
23:40:51,116984.0,5.11,-22.8,6.4,32.91166666666667,-107.99666666666667,36202.0
23:41:51,117029.0,5.1,-24.1,5.7,32.90833333333333,-107.985,36224.0
23:42:51,117029.0,5.1,-26.4,5.7,32.905,-107.97333333333333,36219.0
23:43:51,116848.0,5.14,-28.9,5.0,32.9,-107.96,36172.0
23:44:52,116803.0,5.15,-28.3,4.4,32.89666666666667,-107.94666666666667,36144.0
23:45:52,117075.0,5.09,-29.3,4.0,32.89333333333333,-107.93666666666667,36175.0
23:46:52,117212.0,5.06,-27.6,3.3,32.89,-107.925,36256.0
23:47:52,117212.0,5.06,-27.8,2.7,32.88666666666667,-107.91333333333333,36257.0
23:48:52,117212.0,5.06,-28.5,1.3,32.88333333333333,-107.90166666666667,36257.0
23:49:52,117489.0,5.0,-28.6,1.7,32.87833333333333,-107.88833333333334,36311.0
23:50:52,117536.0,4.99,-30.0,1.3,32.875,-107.875,36356.0
23:51:52,117536.0,4.99,-30.9,1.1,32.87166666666667,-107.86,36356.0
23:52:52,117489.0,5.0,-28.5,0.1,32.86833333333333,-107.85,36346.0
23:53:52,117258.0,5.05,-27.6,-0.0,32.865,-107.83666666666667,36324.0
23:54:52,117212.0,5.06,-27.2,-0.6,32.861666666666665,-107.82333333333334,36280.0
23:55:52,117075.0,5.09,-27.1,-0.6,32.858333333333334,-107.81166666666667,36252.0
23:56:52,117075.0,5.09,-27.7,-0.6,32.85666666666667,-107.80166666666666,36244.0
23:57:52,117120.0,5.08,-28.0,-0.8,32.85333333333333,-107.78833333333333,36250.0
23:58:52,117166.0,5.07,-29.0,-1.0,32.85,-107.77666666666667,36268.0
23:59:52,117166.0,5.07,-30.1,-1.3,32.846666666666664,-107.76666666666667,36274.0
00:00:52,117075.0,5.09,-30.2,-2.1,32.845,-107.75333333333333,36251.0
00:01:52,117029.0,5.1,-29.9,-2.4,32.84166666666667,-107.74,36226.0
00:02:52,117075.0,5.09,-29.4,-2.8,32.83833333333333,-107.72833333333334,36229.0
00:03:52,117212.0,5.06,-29.6,-2.9,32.835,-107.715,36259.0
00:04:52,117396.0,5.02,-30.7,-3.1,32.83166666666666,-107.70166666666667,36302.0
00:05:52,117629.0,4.97,-29.8,-3.5,32.82833333333333,-107.69,36375.0
00:06:52,117770.0,4.94,-28.9,-3.8,32.825,-107.675,36439.0
00:07:53,117723.0,4.95,-28.7,-3.8,32.821666666666665,-107.66166666666666,36441.0
00:08:53,117536.0,4.99,-27.7,-4.3,32.818333333333335,-107.64833333333333,36400.0
00:09:53,117443.0,5.01,-26.1,-4.4,32.815,-107.63333333333334,36346.0
00:10:53,117350.0,5.03,-25.2,-4.6,32.81,-107.61833333333334,36326.0
00:11:53,117304.0,5.04,-24.8,-5.1,32.806666666666665,-107.60666666666667,36317.0
00:12:53,117212.0,5.06,-25.0,-5.1,32.803333333333335,-107.59166666666667,36288.0
00:13:53,117166.0,5.07,-25.6,-5.6,32.79833333333333,-107.58,36266.0
00:14:53,117304.0,5.04,-26.7,-6.1,32.79333333333334,-107.565,36290.0
00:15:53,117489.0,5.0,-23.7,-6.7,32.788333333333334,-107.55166666666666,36342.0
00:16:53,117489.0,5.0,-22.8,-7.0,32.785,-107.54,36367.0
00:17:53,117489.0,5.0,-23.0,-7.3,32.78,-107.52666666666667,36369.0
00:18:53,117396.0,5.02,-23.4,-7.4,32.776666666666664,-107.51333333333334,36352.0
00:19:53,117258.0,5.05,-23.4,-7.7,32.77166666666667,-107.5,36316.0
00:20:53,117212.0,5.06,-23.0,-8.2,32.76833333333333,-107.48666666666666,36286.0
00:21:53,117304.0,5.04,-22.9,-8.4,32.763333333333335,-107.47333333333333,36295.0
00:22:53,117350.0,5.03,-23.9,-8.4,32.76,-107.46,36323.0
00:23:53,117166.0,5.07,-24.2,-8.4,32.75666666666667,-107.445,36296.0
00:24:53,116984.0,5.11,-27.1,-8.4,32.75333333333333,-107.43166666666667,36229.0
00:25:53,116984.0,5.11,-23.2,-8.2,32.748333333333335,-107.41666666666667,36198.0
00:26:53,117120.0,5.08,-23.3,-8.0,32.745,-107.405,36237.0
00:27:53,117075.0,5.09,-25.8,-8.2,32.74,-107.39166666666667,36252.0
00:28:53,116893.0,5.13,-24.2,-8.0,32.735,-107.37666666666667,36200.0
00:29:54,116938.0,5.12,-23.9,-8.0,32.73,-107.365,36186.0
00:30:54,117075.0,5.09,-23.2,-7.9,32.723333333333336,-107.35,36226.0
00:31:54,117029.0,5.1,-24.1,-7.4,32.71666666666667,-107.33666666666667,36238.0
00:32:54,116938.0,5.12,-27.6,-7.4,32.711666666666666,-107.325,36211.0
00:33:54,116938.0,5.12,-29.5,-7.3,32.705,-107.30833333333334,36195.0
00:34:54,116984.0,5.11,-30.3,-7.4,32.69833333333333,-107.29666666666667,36206.0
00:35:54,116893.0,5.13,-31.0,-7.3,32.69166666666667,-107.28166666666667,36190.0
00:36:54,116803.0,5.15,-31.5,-7.6,32.685,-107.26833333333333,36147.0
00:37:54,116848.0,5.14,-30.9,-7.6,32.68,-107.255,36143.0
00:38:54,117029.0,5.1,-31.1,-7.6,32.67166666666667,-107.23833333333333,36186.0
00:39:54,117029.0,5.1,-30.9,-7.6,32.666666666666664,-107.225,36216.0
00:40:54,116803.0,5.15,-30.8,-7.9,32.66,-107.21,36174.0
00:41:54,116623.0,5.19,-30.4,-8.2,32.651666666666664,-107.19333333333333,36105.0
00:42:54,116490.0,5.22,-30.1,-8.3,32.645,-107.17833333333333,36059.0
