 Time, Altitude (m), Tracksoar Altitude, Tracksoar Latitude, Tracksoar Longitude, ThermoCouple Internal Temp (C), ThermoCouple Temp (C), Altimeter Temp (C),,,Distance (km),,,time elapsed,,"launch-1405, burst-5756, land-6781",
 08:04:59,78.16,75.8,37.88,-122.04,0,0,21.53,0,0,0, 08:04:59,8:04:59,0:00:00,0,,
 08:05:01,78.24,75.8,37.88,-122.04,22.75,24.75,21.55,0,0,0, 08:05:01,8:05:01,0:00:02,2,,0.08
 08:05:02,80.97,75.8,37.88,-122.04,22.75,24.75,21.57,0,0,0, 08:05:02,8:05:02,0:00:03,3,,2.73
 08:05:04,81.29,75.8,37.88,-122.04,22.81,24.75,21.59,0,0,0, 08:05:04,8:05:04,0:00:05,5,,0.32
 08:05:06,81.61,75.8,37.88,-122.04,22.81,24.75,21.61,0,0,0, 08:05:06,8:05:06,0:00:07,7,,0.32
 08:05:07,80.81,75.8,37.88,-122.04,22.81,24.75,21.64,0,0,0, 8:05:07,8:05:07,0:00:08,8,,-0.8
 08:05:09,79.04,75.8,37.88,-122.04,22.81,24.75,21.66,0,0,0, 8:05:09,8:05:09,0:00:10,10,,-1.77
 08:05:10,78.8,75.8,37.88,-122.04,22.81,24.75,21.68,0,0,0, 08:05:10,8:05:10,0:00:11,11,,-0.24
 08:05:12,78.16,75.8,37.88,-122.04,22.81,24.75,21.7,0,0,0, 08:05:12,8:05:12,0:00:13,13,,-0.64
 08:05:14,78.64,75.8,37.88,-122.04,22.81,24.75,21.71,0,0,0, 08:05:14,8:05:14,0:00:15,15,,0.48
 08:05:15,78.4,75.8,37.88,-122.04,22.81,24.75,21.73,0,0,0, 08:05:15,8:05:15,0:00:16,16,,-0.24
 08:05:17,78,75.8,37.88,-122.04,22.81,24.75,21.75,0,0,0, 08:05:17,8:05:17,0:00:18,18,,-0.4
 08:05:19,78,75.8,37.88,-122.04,22.81,24.75,21.76,0,0,0, 08:05:19,8:05:19,0:00:20,20,,0
 08:05:20,78.16,75.8,37.88,-122.04,22.81,24.75,21.78,0,0,0, 08:05:20,8:05:20,0:00:21,21,,0.16
 08:05:22,78.24,79.1,37.88,-122.04,22.81,24.75,21.79,0,0,0, 08:05:22,8:05:22,0:00:23,23,,0.08
 08:05:23,78.08,79.1,37.88,-122.04,22.81,24.5,21.81,0,0,0, 08:05:23,8:05:23,0:00:24,24,,-0.16
 08:05:25,78.08,79.1,37.88,-122.04,22.81,24.5,21.83,0,0,0, 08:05:25,8:05:25,0:00:26,26,,0
 08:05:27,78.08,79.1,37.88,-122.04,22.75,24.5,21.84,0,0,0, 08:05:27,8:05:27,0:00:28,28,,0
 08:05:28,77.92,79.1,37.88,-122.04,22.81,24.5,21.86,0,0,0, 08:05:28,8:05:28,0:00:29,29,,-0.16
 08:05:30,78,79.1,37.88,-122.04,22.75,24.5,21.87,0,0,0, 08:05:30,8:05:30,0:00:31,31,,0.08
 08:05:32,78,79.1,37.88,-122.04,22.75,24.5,21.89,0,0,0, 08:05:32,8:05:32,0:00:33,33,,0
 08:05:33,78,79.1,37.88,-122.04,22.75,24.5,21.9,0,0,0, 08:05:33,8:05:33,0:00:34,34,,0
 08:05:35,78,79.1,37.88,-122.04,22.75,24.5,21.92,0,0,0, 08:05:35,8:05:35,0:00:36,36,,0
 08:05:36,77.92,79.1,37.88,-122.04,22.75,24.75,21.93,0,0,0, 08:05:36,8:05:36,0:00:37,37,,-0.08
 08:05:38,78.16,79.1,37.88,-122.04,22.75,24.75,21.95,0,0,0, 08:05:38,8:05:38,0:00:39,39,,0.24
 08:05:40,78.08,79.1,37.88,-122.04,22.75,24.75,21.96,0,0,0, 08:05:40,8:05:40,0:00:41,41,,-0.08
 08:05:41,78,79.1,37.88,-122.04,22.75,24.75,21.97,0,0,0, 08:05:41,8:05:41,0:00:42,42,,-0.08
 08:05:43,78.08,79.1,37.88,-122.04,22.75,24.5,21.99,0,0,0, 08:05:43,8:05:43,0:00:44,44,,0.08
 08:05:45,78.24,79.1,37.88,-122.04,22.69,24.5,22,0,0,0, 08:05:45,8:05:45,0:00:46,46,,0.16
 08:05:46,78,79.1,37.88,-122.04,22.69,24.5,22.02,0,0,0, 08:05:46,8:05:46,0:00:47,47,,-0.24
 08:05:48,78.08,79.1,37.88,-122.04,22.69,24.5,22.03,0,0,0, 08:05:48,8:05:48,0:00:49,49,,0.08
 08:05:49,78.08,79.1,37.88,-122.04,22.69,25,22.05,0,0,0, 08:05:49,8:05:49,0:00:50,50,,0
 08:05:51,78.16,79.1,37.88,-122.04,22.69,25,22.06,0,0,0, 08:05:51,8:05:51,0:00:52,52,,0.08
 08:05:53,78.16,79.1,37.88,-122.04,22.75,25,22.08,0,0,0, 08:05:53,8:05:53,0:00:54,54,,0
 08:05:54,78.24,79.1,37.88,-122.04,22.69,24.5,22.09,0,0,0, 08:05:54,8:05:54,0:00:55,55,,0.08
 08:05:56,78.16,79.1,37.88,-122.04,22.69,24.5,22.11,0,0,0, 08:05:56,8:05:56,0:00:57,57,,-0.08
 08:05:58,78.08,79.1,37.88,-122.04,22.69,24.5,22.12,0,0,0, 08:05:58,8:05:58,0:00:59,59,,-0.08
 08:05:59,78,79.1,37.88,-122.04,22.69,24.5,22.14,0,0,0, 08:05:59,8:05:59,0:01:00,60,,-0.08
 08:06:01,78,79.1,37.88,-122.04,22.69,24.5,22.15,0,0,0, 08:06:01,8:06:01,0:01:02,62,,0
 08:06:02,77.92,79.1,37.88,-122.04,22.69,24.5,22.16,0,0,0, 08:06:02,8:06:02,0:01:03,63,,-0.08
 08:06:04,77.92,79.1,37.88,-122.04,22.69,24.75,22.18,0,0,0, 08:06:04,8:06:04,0:01:05,65,,0
 08:06:06,77.84,79.1,37.88,-122.04,22.63,24.75,22.19,0,0,0, 08:06:06,8:06:06,0:01:07,67,,-0.08
 08:06:07,77.92,79.1,37.88,-122.04,22.63,24.75,22.21,0,0,0, 08:06:07,8:06:07,0:01:08,68,,0.08
 08:06:09,78.08,79.1,37.88,-122.04,22.63,24.5,22.22,0,0,0, 08:06:09,8:06:09,0:01:10,70,,0.16
 08:06:11,78.16,79.1,37.88,-122.04,22.63,24.5,22.24,0,0,0, 08:06:11,8:06:11,0:01:12,72,,0.08
 08:06:12,78.08,79.1,37.88,-122.04,22.63,24.5,22.25,0,0,0, 08:06:12,8:06:12,0:01:13,73,,-0.08
 08:06:14,77.84,79.1,37.88,-122.04,22.63,24.25,22.26,0,0,0, 08:06:14,8:06:14,0:01:15,75,,-0.24
 08:06:15,78.24,79.1,37.88,-122.04,22.63,24.5,22.28,0,0,0, 08:06:15,8:06:15,0:01:16,76,,0.4
 08:06:17,78.08,79.1,37.88,-122.04,22.63,24.25,22.29,0,0,0, 08:06:17,8:06:17,0:01:18,78,,-0.16
 08:06:19,77.92,79.1,37.88,-122.04,22.63,24.5,22.31,0,0,0, 08:06:19,8:06:19,0:01:20,80,,-0.16
 08:06:20,77.92,79.1,37.88,-122.04,22.63,24.25,22.32,0,0,0, 08:06:20,8:06:20,0:01:21,81,,0
 08:06:22,78.24,33.6,37.88,-122.04,22.63,-1.25,22.34,0,0,0, 08:06:22,8:06:22,0:01:23,83,,0.32
 08:06:24,78.08,33.6,37.88,-122.04,22.63,24.25,22.35,0,0,0, 08:06:24,8:06:24,0:01:25,85,,-0.16
 08:06:25,78.08,33.6,37.88,-122.04,22.63,24.25,22.37,0,0,0, 08:06:25,8:06:25,0:01:26,86,,0
 08:06:27,78.32,33.6,37.88,-122.04,22.56,24.25,22.38,0,0,0, 08:06:27,8:06:27,0:01:28,88,,0.24
 08:06:29,78.16,33.6,37.88,-122.04,22.63,24.25,22.39,0,0,0, 08:06:29,8:06:29,0:01:30,90,,-0.16
 08:06:30,78.24,33.6,37.88,-122.04,22.56,24.25,22.41,0,0,0, 08:06:30,8:06:30,0:01:31,91,,0.08
 08:06:32,78.16,33.6,37.88,-122.04,22.63,24.25,22.42,0,0,0, 08:06:32,8:06:32,0:01:33,93,,-0.08
 08:06:33,77.92,33.6,37.88,-122.04,22.56,24.25,22.44,0,0,0, 08:06:33,8:06:33,0:01:34,94,,-0.24
 08:06:35,78.08,33.6,37.88,-122.04,22.56,24.25,22.45,0,0,0, 08:06:35,8:06:35,0:01:36,96,,0.16
 08:06:37,77.92,33.6,37.88,-122.04,22.56,24.25,22.47,0,0,0, 08:06:37,8:06:37,0:01:38,98,,-0.16
 08:06:38,78,33.6,37.88,-122.04,22.56,24.25,22.48,0,0,0, 08:06:38,8:06:38,0:01:39,99,,0.08
 08:06:40,78,33.6,37.88,-122.04,22.56,24,22.5,0,0,0, 08:06:40,8:06:40,0:01:41,101,,0
 08:06:42,78,33.6,37.88,-122.04,22.56,24,22.51,0,0,0, 08:06:42,8:06:42,0:01:43,103,,0
 08:06:43,78.16,33.6,37.88,-122.04,22.56,24,22.53,0,0,0, 08:06:43,8:06:43,0:01:44,104,,0.16
 08:06:45,78.24,33.6,37.88,-122.04,22.56,24,22.54,0,0,0, 08:06:45,8:06:45,0:01:46,106,,0.08
 08:06:46,78.24,33.6,37.88,-122.04,22.56,24,22.56,0,0,0, 08:06:46,8:06:46,0:01:47,107,,0
 08:06:48,77.84,33.6,37.88,-122.04,22.56,24.25,22.57,0,0,0, 08:06:48,8:06:48,0:01:49,109,,-0.4
 08:06:50,77.84,33.6,37.88,-122.04,22.56,24.25,22.58,0,0,0, 08:06:50,8:06:50,0:01:51,111,,0
 08:06:51,78.24,33.6,37.88,-122.04,22.56,24.25,22.6,0,0,0, 08:06:51,8:06:51,0:01:52,112,,0.4
 08:06:53,77.92,33.6,37.88,-122.04,22.56,24,22.62,0,0,0, 08:06:53,8:06:53,0:01:54,114,,-0.32
 08:06:55,78,33.6,37.88,-122.04,22.56,24,22.63,0,0,0, 08:06:55,8:06:55,0:01:56,116,,0.08
 08:06:56,78,33.6,37.88,-122.04,22.5,24,22.65,0,0,0, 08:06:56,8:06:56,0:01:57,117,,0
 08:06:58,78.16,33.6,37.88,-122.04,22.56,24,22.66,0,0,0, 08:06:58,8:06:58,0:01:59,119,,0.16
 08:06:59,77.92,33.6,37.88,-122.04,22.56,24,22.68,0,0,0, 08:06:59,8:06:59,0:02:00,120,,-0.24
 08:07:01,78,33.6,37.88,-122.04,22.5,24,22.69,0,0,0, 08:07:01,8:07:01,0:02:02,122,,0.08
 08:07:03,78,33.6,37.88,-122.04,22.56,24,22.71,0,0,0, 08:07:03,8:07:03,0:02:04,124,,0
 08:07:04,78,33.6,37.88,-122.04,22.56,24,22.72,0,0,0, 08:07:04,8:07:04,0:02:05,125,,0
 08:07:06,78,33.6,37.88,-122.04,22.5,23.75,22.74,0,0,0, 08:07:06,8:07:06,0:02:07,127,,0
 08:07:08,77.59,33.6,37.88,-122.04,22.5,23.75,22.75,0,0,0, 08:07:08,8:07:08,0:02:09,129,,-0.41
 08:07:09,78.16,33.6,37.88,-122.04,22.56,23.75,22.77,0,0,0, 08:07:09,8:07:09,0:02:10,130,,0.57
 08:07:11,77.76,33.6,37.88,-122.04,22.5,23.75,22.78,0,0,0, 08:07:11,8:07:11,0:02:12,132,,-0.4
 08:07:12,78,33.6,37.88,-122.04,22.5,23.75,22.8,0,0,0, 08:07:12,8:07:12,0:02:13,133,,0.24
 08:07:14,78,33.6,37.88,-122.04,22.56,23.75,22.82,0,0,0, 08:07:14,8:07:14,0:02:15,135,,0
 08:07:16,77.76,33.6,37.88,-122.04,22.5,23.75,22.83,0,0,0, 08:07:16,8:07:16,0:02:17,137,,-0.24
 08:07:17,78.08,33.6,37.88,-122.04,22.5,23.75,22.85,0,0,0, 08:07:17,8:07:17,0:02:18,138,,0.32
 08:07:19,78.08,33.6,37.88,-122.04,22.5,24,22.87,0,0,0, 08:07:19,8:07:19,0:02:20,140,,0
 08:07:21,77.92,33.6,37.88,-122.04,22.5,24,22.88,0,0,0, 08:07:21,8:07:21,0:02:22,142,,-0.16
 08:07:22,78.32,61.8,37.88,-122.04,22.56,0,22.89,0,0,0, 08:07:22,8:07:22,0:02:23,143,,0.4
 08:07:24,77.76,61.8,37.88,-122.04,22.5,23.5,22.91,0,0,0, 08:07:24,8:07:24,0:02:25,145,,-0.56
 08:07:25,78,61.8,37.88,-122.04,22.5,23.5,22.93,0,0,0, 08:07:25,8:07:25,0:02:26,146,,0.24
 08:07:27,78.16,61.8,37.88,-122.04,22.5,23.75,22.94,0,0,0, 08:07:27,8:07:27,0:02:28,148,,0.16
 08:07:29,78.24,61.8,37.88,-122.04,22.5,23.5,22.96,0,0,0, 08:07:29,8:07:29,0:02:30,150,,0.08
 08:07:30,78,61.8,37.88,-122.04,22.5,23.5,22.98,0,0,0, 08:07:30,8:07:30,0:02:31,151,,-0.24
 08:07:32,78,61.8,37.88,-122.04,22.5,23.5,22.99,0,0,0, 08:07:32,8:07:32,0:02:33,153,,0
 08:07:34,78.08,61.8,37.88,-122.04,22.5,23.5,23.01,0,0,0, 08:07:34,8:07:34,0:02:35,155,,0.08
 08:07:35,78.08,61.8,37.88,-122.04,22.5,23.5,23.02,0,0,0, 08:07:35,8:07:35,0:02:36,156,,0
 08:07:37,77.92,61.8,37.88,-122.04,22.5,23.5,23.04,0,0,0, 08:07:37,8:07:37,0:02:38,158,,-0.16
 08:07:38,78,61.8,37.88,-122.04,22.5,23.5,23.06,0,0,0, 08:07:38,8:07:38,0:02:39,159,,0.08
 08:07:40,77.92,61.8,37.88,-122.04,22.5,23.25,23.07,0,0,0, 08:07:40,8:07:40,0:02:41,161,,-0.08
 08:07:42,77.84,61.8,37.88,-122.04,22.5,23.5,23.09,0,0,0, 08:07:42,8:07:42,0:02:43,163,,-0.08
 08:07:43,77.84,61.8,37.88,-122.04,22.5,23.5,23.1,0,0,0, 08:07:43,8:07:43,0:02:44,164,,0
 08:07:45,78.08,61.8,37.88,-122.04,22.5,23.5,23.12,0,0,0, 08:07:45,8:07:45,0:02:46,166,,0.24
 08:07:47,78.08,61.8,37.88,-122.04,22.5,23.5,23.14,0,0,0, 08:07:47,8:07:47,0:02:48,168,,0
 08:07:48,78,61.8,37.88,-122.04,22.5,23.5,23.15,0,0,0, 08:07:48,8:07:48,0:02:49,169,,-0.08
 08:07:50,77.84,61.8,37.88,-122.04,22.5,23.5,23.17,0,0,0, 08:07:50,8:07:50,0:02:51,171,,-0.16
 08:07:51,78.08,61.8,37.88,-122.04,22.5,23.25,23.18,0,0,0, 08:07:51,8:07:51,0:02:52,172,,0.24
 08:07:53,78,61.8,37.88,-122.04,22.5,23.25,23.2,0,0,0, 08:07:53,8:07:53,0:02:54,174,,-0.08
 08:07:55,78.08,61.8,37.88,-122.04,22.5,23.25,23.22,0,0,0, 08:07:55,8:07:55,0:02:56,176,,0.08
 08:07:56,78.08,61.8,37.88,-122.04,22.5,23.25,23.23,0,0,0, 08:07:56,8:07:56,0:02:57,177,,0
 08:07:58,78.24,61.8,37.88,-122.04,22.5,23.25,23.25,0,0,0, 08:07:58,8:07:58,0:02:59,179,,0.16
 08:08:00,78.32,61.8,37.88,-122.04,22.44,23.25,23.27,0,0,0, 08:08:00,8:08:00,0:03:01,181,,0.08
 08:08:01,78,61.8,37.88,-122.04,22.5,23.25,23.28,0,0,0, 08:08:01,8:08:01,0:03:02,182,,-0.32
 08:08:03,78.16,61.8,37.88,-122.04,22.5,23.25,23.3,0,0,0, 08:08:03,8:08:03,0:03:04,184,,0.16
 08:08:05,78.16,61.8,37.88,-122.04,22.44,23.25,23.32,0,0,0, 08:08:05,8:08:05,0:03:06,186,,0
 08:08:06,78,61.8,37.88,-122.04,22.5,23.5,23.33,0,0,0, 08:08:06,8:08:06,0:03:07,187,,-0.16
 08:08:08,78.08,61.8,37.88,-122.04,22.5,23.5,23.35,0,0,0, 08:08:08,8:08:08,0:03:09,189,,0.08
 08:08:09,78.08,61.8,37.88,-122.04,22.44,23.5,23.36,0,0,0, 08:08:09,8:08:09,0:03:10,190,,0
 08:08:11,78,61.8,37.88,-122.04,22.5,23.25,23.38,0,0,0, 08:08:11,8:08:11,0:03:12,192,,-0.08
 08:08:13,77.92,61.8,37.88,-122.04,22.5,23.25,23.4,0,0,0, 08:08:13,8:08:13,0:03:14,194,,-0.08
 08:08:14,78.16,61.8,37.88,-122.04,22.5,23.25,23.42,0,0,0, 08:08:14,8:08:14,0:03:15,195,,0.24
 08:08:16,78.08,61.8,37.88,-122.04,22.5,23.25,23.43,0,0,0, 08:08:16,8:08:16,0:03:17,197,,-0.08
 08:08:18,78.08,61.8,37.88,-122.04,22.5,23.25,23.45,0,0,0, 08:08:18,8:08:18,0:03:19,199,,0
 08:08:19,77.92,61.8,37.88,-122.04,22.44,23.25,23.47,0,0,0, 08:08:19,8:08:19,0:03:20,200,,-0.16
 08:08:21,77.92,61.8,37.88,-122.04,22.44,23.25,23.48,0,0,0, 08:08:21,8:08:21,0:03:22,202,,0
 08:08:22,78.08,52.5,37.88,-122.04,22.5,23.25,23.5,0,0,0, 08:08:22,8:08:22,0:03:23,203,,0.16
 08:08:24,77.92,52.5,37.88,-122.04,22.5,23.25,23.52,0,0,0, 08:08:24,8:08:24,0:03:25,205,,-0.16
 08:08:26,78,52.5,37.88,-122.04,22.44,23.25,23.53,0,0,0, 08:08:26,8:08:26,0:03:27,207,,0.08
 08:08:27,77.68,52.5,37.88,-122.04,22.44,23,23.55,0,0,0, 08:08:27,8:08:27,0:03:28,208,,-0.32
 08:08:29,77.68,52.5,37.88,-122.04,22.44,23,23.57,0,0,0, 08:08:29,8:08:29,0:03:30,210,,0
 08:08:32,77.76,44.3,37.88,-122.04,22.5,8.75,23.6,0,0,0, 08:08:32,8:08:32,0:03:33,213,,0.08
 08:08:34,77.92,44.3,37.88,-122.04,22.5,23.25,23.62,0,0,0, 08:08:34,8:08:34,0:03:35,215,,0.16
 08:08:35,78,44.3,37.88,-122.04,22.44,23.25,23.63,0,0,0, 08:08:35,8:08:35,0:03:36,216,,0.08
 08:08:37,78.16,44.3,37.88,-122.04,22.5,23.5,23.65,0,0,0, 08:08:37,8:08:37,0:03:38,218,,0.16
 08:08:39,78,44.3,37.88,-122.04,22.5,25.25,23.67,0,0,0, 08:08:39,8:08:39,0:03:40,220,,-0.16
 08:08:40,78,44.3,37.88,-122.04,22.5,24.75,23.69,0,0,0, 08:08:40,8:08:40,0:03:41,221,,0
 08:08:42,77.84,44.3,37.88,-122.04,22.5,24.5,23.7,0,0,0, 08:08:42,8:08:42,0:03:43,223,,-0.16
 08:08:44,77.92,44.3,37.88,-122.04,22.5,24.25,23.72,0,0,0, 08:08:44,8:08:44,0:03:45,225,,0.08
 08:08:45,78.16,44.3,37.88,-122.04,22.5,24.25,23.74,0,0,0, 08:08:45,8:08:45,0:03:46,226,,0.24
 08:08:47,77.84,44.3,37.88,-122.04,22.5,24,23.76,0,0,0, 08:08:47,8:08:47,0:03:48,228,,-0.32
 08:08:48,77.68,44.3,37.88,-122.04,22.44,24,23.77,0,0,0, 08:08:48,8:08:48,0:03:49,229,,-0.16
 08:08:50,78,44.3,37.88,-122.04,22.5,24,23.79,0,0,0, 08:08:50,8:08:50,0:03:51,231,,0.32
 08:08:52,77.84,44.3,37.88,-122.04,22.5,24,23.8,0,0,0, 08:08:52,8:08:52,0:03:53,233,,-0.16
 08:08:53,77.84,44.3,37.88,-122.04,22.5,24,23.82,0,0,0, 08:08:53,8:08:53,0:03:54,234,,0
 08:08:55,78,44.3,37.88,-122.04,22.5,24,23.84,0,0,0, 08:08:55,8:08:55,0:03:56,236,,0.16
 08:08:57,77.84,44.3,37.88,-122.04,22.5,24,23.85,0,0,0, 08:08:57,8:08:57,0:03:58,238,,-0.16
 08:08:58,77.84,44.3,37.88,-122.04,22.5,24,23.87,0,0,0, 08:08:58,8:08:58,0:03:59,239,,0
 08:09:00,77.84,44.3,37.88,-122.04,22.5,24,23.89,0,0,0, 08:09:00,8:09:00,0:04:01,241,,0
 08:09:01,77.92,44.3,37.88,-122.04,22.5,24,23.91,0,0,0, 08:09:01,8:09:01,0:04:02,242,,0.08
 08:09:03,78.08,44.3,37.88,-122.04,22.5,24,23.92,0,0,0, 08:09:03,8:09:03,0:04:04,244,,0.16
 08:09:05,77.59,44.3,37.88,-122.04,22.5,24,23.94,0,0,0, 08:09:05,8:09:05,0:04:06,246,,-0.49
 08:09:06,77.76,44.3,37.88,-122.04,22.5,24,23.96,0,0,0, 08:09:06,8:09:06,0:04:07,247,,0.17
 08:09:08,77.84,44.3,37.88,-122.04,22.5,24,23.98,0,0,0, 08:09:08,8:09:08,0:04:09,249,,0.08
 08:09:10,77.76,44.3,37.88,-122.04,22.5,24,23.99,0,0,0, 08:09:10,8:09:10,0:04:11,251,,-0.08
 08:09:11,77.76,44.3,37.88,-122.04,22.5,24.25,24.01,0,0,0, 08:09:11,8:09:11,0:04:12,252,,0
 08:09:13,77.84,44.3,37.88,-122.04,22.5,24,24.03,0,0,0, 08:09:13,8:09:13,0:04:14,254,,0.08
 08:09:14,77.84,44.3,37.88,-122.04,22.5,24.25,24.05,0,0,0, 08:09:14,8:09:14,0:04:15,255,,0
 08:09:16,77.76,44.3,37.88,-122.04,22.5,24,24.06,0,0,0, 08:09:16,8:09:16,0:04:17,257,,-0.08
 08:09:18,77.84,44.3,37.88,-122.04,22.5,23.75,24.08,0,0,0, 08:09:18,8:09:18,0:04:19,259,,0.08
 08:09:19,77.68,44.3,37.88,-122.04,22.5,23.75,24.1,0,0,0, 08:09:19,8:09:19,0:04:20,260,,-0.16
 08:09:21,78,44.3,37.88,-122.04,22.5,23.75,24.11,0,0,0, 08:09:21,8:09:21,0:04:22,262,,0.32
 08:09:23,78.08,44.3,37.88,-122.04,22.5,23.75,24.13,0,0,0, 08:09:23,8:09:23,0:04:24,264,,0.08
 08:09:24,77.68,44.3,37.88,-122.04,22.5,23.75,24.15,0,0,0, 08:09:24,8:09:24,0:04:25,265,,-0.4
 08:09:26,77.76,44.3,37.88,-122.04,22.5,23.75,24.16,0,0,0, 08:09:26,8:09:26,0:04:27,267,,0.08
 08:09:27,77.84,44.3,37.88,-122.04,22.5,23.75,24.18,0,0,0, 08:09:27,8:09:27,0:04:28,268,,0.08
 08:09:29,77.59,44.3,37.88,-122.04,22.5,23.75,24.2,0,0,0, 08:09:29,8:09:29,0:04:30,270,,-0.25
 08:09:31,77.84,44.3,37.88,-122.04,22.56,23.75,24.22,0,0,0, 08:09:31,8:09:31,0:04:32,272,,0.25
 08:09:32,77.84,73,37.88,-122.04,22.56,3.5,24.23,0,0,0, 08:09:32,8:09:32,0:04:33,273,,0
 08:09:34,78,73,37.88,-122.04,22.5,23.75,24.25,0,0,0, 08:09:34,8:09:34,0:04:35,275,,0.16
 08:09:36,77.84,73,37.88,-122.04,22.5,23.75,24.27,0,0,0, 08:09:36,8:09:36,0:04:37,277,,-0.16
 08:09:37,77.68,73,37.88,-122.04,22.5,23.75,24.29,0,0,0, 08:09:37,8:09:37,0:04:38,278,,-0.16
 08:09:39,77.59,73,37.88,-122.04,22.5,24,24.3,0,0,0, 08:09:39,8:09:39,0:04:40,280,,-0.09
 08:09:40,77.76,73,37.88,-122.04,22.5,23.75,24.32,0,0,0, 08:09:40,8:09:40,0:04:41,281,,0.17
 08:09:42,77.59,73,37.88,-122.04,22.56,23.75,24.34,0,0,0, 08:09:42,8:09:42,0:04:43,283,,-0.17
 08:09:44,77.92,73,37.88,-122.04,22.5,23.75,24.35,0,0,0, 08:09:44,8:09:44,0:04:45,285,,0.33
 08:09:45,77.76,73,37.88,-122.04,22.5,23.75,24.37,0,0,0, 08:09:45,8:09:45,0:04:46,286,,-0.16
 08:09:47,77.92,73,37.88,-122.04,22.56,23.75,24.39,0,0,0, 08:09:47,8:09:47,0:04:48,288,,0.16
 08:09:49,77.68,73,37.88,-122.04,22.5,23.75,24.4,0,0,0, 08:09:49,8:09:49,0:04:50,290,,-0.24
 08:09:50,77.92,73,37.88,-122.04,22.56,23.75,24.42,0,0,0, 08:09:50,8:09:50,0:04:51,291,,0.24
 08:09:52,78,73,37.88,-122.04,22.56,23.75,24.44,0,0,0, 08:09:52,8:09:52,0:04:53,293,,0.08
 08:09:53,78.24,73,37.88,-122.04,22.56,23.5,24.45,0,0,0, 08:09:53,8:09:53,0:04:54,294,,0.24
 08:09:55,78.24,73,37.88,-122.04,22.5,23.5,24.47,0,0,0, 08:09:55,8:09:55,0:04:56,296,,0
 08:09:57,78,73,37.88,-122.04,22.5,23.5,24.49,0,0,0, 08:09:57,8:09:57,0:04:58,298,,-0.24
 08:09:58,78.08,73,37.88,-122.04,22.56,23.5,24.51,0,0,0, 08:09:58,8:09:58,0:04:59,299,,0.08
 08:10:00,78,73,37.88,-122.04,22.56,23.5,24.52,0,0,0, 08:10:00,8:10:00,0:05:01,301,,-0.08
 08:10:02,77.84,73,37.88,-122.04,22.56,23.5,24.54,0,0,0, 08:10:02,8:10:02,0:05:03,303,,-0.16
 08:10:03,77.92,73,37.88,-122.04,22.56,23.75,24.56,0,0,0, 08:10:03,8:10:03,0:05:04,304,,0.08
 08:10:05,77.84,73,37.88,-122.04,22.56,23.75,24.58,0,0,0, 08:10:05,8:10:05,0:05:06,306,,-0.08
 08:10:06,78.16,73,37.88,-122.04,22.56,23.75,24.59,0,0,0, 08:10:06,8:10:06,0:05:07,307,,0.32
 08:10:08,78,73,37.88,-122.04,22.56,23.75,24.61,0,0,0, 08:10:08,8:10:08,0:05:09,309,,-0.16
 08:10:10,78,73,37.88,-122.04,22.56,23.75,24.63,0,0,0, 08:10:10,8:10:10,0:05:11,311,,0
 08:10:11,78,73,37.88,-122.04,22.56,23.75,24.64,0,0,0, 08:10:11,8:10:11,0:05:12,312,,0
 08:10:13,78,73,37.88,-122.04,22.56,23.75,24.66,0,0,0, 08:10:13,8:10:13,0:05:14,314,,0
 08:10:15,77.92,73,37.88,-122.04,22.56,23.75,24.68,0,0,0, 08:10:15,8:10:15,0:05:16,316,,-0.08
 08:10:16,78.16,73,37.88,-122.04,22.56,23.75,24.7,0,0,0, 08:10:16,8:10:16,0:05:17,317,,0.24
 08:10:18,77.76,73,37.88,-122.04,22.63,23.75,24.72,0,0,0, 08:10:18,8:10:18,0:05:19,319,,-0.4
 08:10:19,77.92,73,37.88,-122.04,22.56,23.75,24.74,0,0,0, 08:10:19,8:10:19,0:05:20,320,,0.16
 08:10:21,77.76,73,37.88,-122.04,22.56,23.5,24.75,0,0,0, 08:10:21,8:10:21,0:05:22,322,,-0.16
 08:10:23,78.08,73,37.88,-122.04,22.56,23.5,24.77,0,0,0, 08:10:23,8:10:23,0:05:24,324,,0.32
 08:10:24,77.84,73,37.88,-122.04,22.63,23.5,24.79,0,0,0, 08:10:24,8:10:24,0:05:25,325,,-0.24
 08:10:26,77.84,73,37.88,-122.04,22.63,23.5,24.8,0,0,0, 08:10:26,8:10:26,0:05:27,327,,0
 08:10:28,78.08,73,37.88,-122.04,22.63,23.5,24.82,0,0,0, 08:10:28,8:10:28,0:05:29,329,,0.24
 08:10:29,77.84,73,37.88,-122.04,22.63,23.5,24.84,0,0,0, 08:10:29,8:10:29,0:05:30,330,,-0.24
 08:10:31,77.84,73,37.88,-122.04,22.63,23.75,24.85,0,0,0, 08:10:31,8:10:31,0:05:32,332,,0
 08:10:33,77.84,93.6,37.88,-122.04,22.63,-0.25,24.87,0,0,0, 08:10:33,8:10:33,0:05:34,334,,0
 08:10:34,77.92,93.6,37.88,-122.04,22.56,23.75,24.89,0,0,0, 08:10:34,8:10:34,0:05:35,335,,0.08
 08:10:36,77.92,93.6,37.88,-122.04,22.63,23.75,24.91,0,0,0, 08:10:36,8:10:36,0:05:37,337,,0
 08:10:37,77.68,93.6,37.88,-122.04,22.63,23.5,24.93,0,0,0, 08:10:37,8:10:37,0:05:38,338,,-0.24
