 Time, Altitude (m), Tracksoar Altitude, Tracksoar Latitude, Tracksoar Longitude, ThermoCouple Internal Temp (C), ThermoCouple Temp (C), Altimeter Temp (C),,,Distance (km),,,time elapsed,,"launch-1405, burst-5756, land-6781",
 09:10:38,7203.67,7071.2,37.75,-121.86,20.81,28,28.95,2.07E-05,0.00908951,57.90926604, 09:10:38,9:10:38,1:05:39,3939,,8.34
 09:10:39,7210.47,7071.2,37.75,-121.86,20.81,28.25,28.94,2.07E-05,0.00908951,57.90926604, 09:10:39,9:10:39,1:05:40,3940,,6.8
 09:10:41,7216.91,7071.2,37.75,-121.86,20.75,28.25,28.93,2.07E-05,0.00908951,57.90926604, 09:10:41,9:10:41,1:05:42,3942,,6.44
 09:10:43,7223.89,7071.2,37.75,-121.86,20.75,28.25,28.92,2.07E-05,0.00908951,57.90926604, 09:10:43,9:10:43,1:05:44,3944,,6.98
 09:10:44,7231.22,7071.2,37.75,-121.86,20.75,28,28.9,2.07E-05,0.00908951,57.90926604, 09:10:44,9:10:44,1:05:45,3945,,7.33
 09:10:46,7237.86,7071.2,37.75,-121.86,20.75,27.75,28.89,2.07E-05,0.00908951,57.90926604, 09:10:46,9:10:46,1:05:47,3947,,6.64
 09:10:48,7244.16,7071.2,37.75,-121.86,20.75,27.75,28.88,2.07E-05,0.00908951,57.90926604, 09:10:48,9:10:48,1:05:49,3949,,6.3
 09:10:49,7250.46,7071.2,37.75,-121.86,20.69,27.75,28.87,2.07E-05,0.00908951,57.90926604, 09:10:49,9:10:49,1:05:50,3950,,6.3
 09:10:51,7256.41,7071.2,37.75,-121.86,20.69,28.5,28.85,2.07E-05,0.00908951,57.90926604, 09:10:51,9:10:51,1:05:52,3952,,5.95
 09:10:52,7263.6,7071.2,37.75,-121.86,20.69,28.5,28.84,2.07E-05,0.00908951,57.90926604, 09:10:52,9:10:52,1:05:53,3953,,7.19
 09:10:54,7271.14,7071.2,37.75,-121.86,20.63,28.75,28.83,2.07E-05,0.00908951,57.90926604, 09:10:54,9:10:54,1:05:55,3955,,7.54
 09:10:56,7277.81,7374.2,37.74,-121.84,20.63,28.5,28.82,2.07E-05,0.00908951,57.90926604, 09:10:56,9:10:56,1:05:57,3957,,6.67
 09:10:57,7285.02,7374.2,37.74,-121.84,20.63,29,28.81,2.07E-05,0.00908951,57.90926604, 09:10:57,9:10:57,1:05:58,3958,,7.21
 09:10:59,7293.63,7374.2,37.74,-121.84,20.56,29.5,28.8,2.07E-05,0.00908951,57.90926604, 09:10:59,9:10:59,1:06:00,3960,,8.61
 09:11:01,7304.73,7374.2,37.74,-121.84,20.56,29.5,28.78,2.07E-05,0.00908951,57.90926604, 09:11:01,9:11:01,1:06:02,3962,,11.1
 09:11:02,7311.25,7374.2,37.74,-121.84,20.56,29.75,28.77,2.07E-05,0.00908951,57.90926604, 09:11:02,9:11:02,1:06:03,3963,,6.52
 09:11:04,7319.54,7374.2,37.74,-121.84,20.56,29.5,28.76,2.07E-05,0.00908951,57.90926604, 09:11:04,9:11:04,1:06:05,3965,,8.29
 09:11:05,7327.84,7374.2,37.74,-121.84,20.5,29.25,28.75,2.07E-05,0.00908951,57.90926604, 09:11:05,9:11:05,1:06:06,3966,,8.3
 09:11:07,7334.03,7374.2,37.74,-121.84,20.5,29,28.74,2.07E-05,0.00908951,57.90926604, 09:11:07,9:11:07,1:06:08,3968,,6.19
 09:11:09,7341.45,7374.2,37.74,-121.84,20.5,29,28.72,2.07E-05,0.00908951,57.90926604, 09:11:09,9:11:09,1:06:10,3970,,7.42
 09:11:10,7347.83,7374.2,37.74,-121.84,20.5,29.25,28.71,2.07E-05,0.00908951,57.90926604, 09:11:10,9:11:10,1:06:11,3971,,6.38
 09:11:12,7355.62,7374.2,37.74,-121.84,20.5,30.5,28.69,2.07E-05,0.00908951,57.90926604, 09:11:12,9:11:12,1:06:13,3973,,7.79
 09:11:14,7362.71,7374.2,37.74,-121.84,20.5,30.5,28.68,2.07E-05,0.00908951,57.90926604, 09:11:14,9:11:14,1:06:15,3975,,7.09
 09:11:15,7369.99,7374.2,37.74,-121.84,20.44,29.75,28.66,2.07E-05,0.00908951,57.90926604, 09:11:15,9:11:15,1:06:16,3976,,7.28
 09:11:17,7376.21,7374.2,37.74,-121.84,20.44,29.25,28.64,2.07E-05,0.00908951,57.90926604, 09:11:17,9:11:17,1:06:18,3978,,6.22
 09:11:19,7384.21,7374.2,37.74,-121.84,20.44,29,28.63,2.07E-05,0.00908951,57.90926604, 09:11:19,9:11:19,1:06:20,3980,,8
 09:11:20,7390.62,7374.2,37.74,-121.84,20.44,28.75,28.61,2.07E-05,0.00908951,57.90926604, 09:11:20,9:11:20,1:06:21,3981,,6.41
 09:11:22,7396.31,7374.2,37.74,-121.84,20.38,28.75,28.59,2.07E-05,0.00908951,57.90926604, 09:11:22,9:11:22,1:06:23,3983,,5.69
 09:11:23,7401.84,7374.2,37.74,-121.84,20.38,28.75,28.57,2.07E-05,0.00908951,57.90926604, 09:11:23,9:11:23,1:06:24,3984,,5.53
 09:11:25,7407.54,7374.2,37.74,-121.84,20.38,29,28.55,2.07E-05,0.00908951,57.90926604, 09:11:25,9:11:25,1:06:26,3986,,5.7
 09:11:27,7415.75,7374.2,37.74,-121.84,20.31,29.25,28.53,2.07E-05,0.00908951,57.90926604, 09:11:27,9:11:27,1:06:28,3988,,8.21
 09:11:28,7422.9,7374.2,37.74,-121.84,20.31,29.25,28.51,2.07E-05,0.00908951,57.90926604, 09:11:28,9:11:28,1:06:29,3989,,7.15
 09:11:30,7428.08,7374.2,37.74,-121.84,20.25,29.25,28.49,2.07E-05,0.00908951,57.90926604, 09:11:30,9:11:30,1:06:31,3991,,5.18
 09:11:32,7433.99,7374.2,37.74,-121.84,20.31,29.25,28.48,2.07E-05,0.00908951,57.90926604, 09:11:32,9:11:32,1:06:33,3993,,5.91
 09:11:33,7442.58,7374.2,37.74,-121.84,20.25,28.75,28.46,2.07E-05,0.00908951,57.90926604, 09:11:33,9:11:33,1:06:34,3994,,8.59
 09:11:35,7451.54,7374.2,37.74,-121.84,20.19,28.75,28.44,2.27E-05,0.009530751,60.72041217, 09:11:35,9:11:35,1:06:36,3996,,8.96
 09:11:37,7461.59,7374.2,37.74,-121.84,20.19,29.75,28.42,2.27E-05,0.009530751,60.72041217, 09:11:37,9:11:37,1:06:38,3998,,10.05
 09:11:38,7471.1,7374.2,37.74,-121.84,20.19,29.25,28.41,2.27E-05,0.009530751,60.72041217, 09:11:38,9:11:38,1:06:39,3999,,9.51
 09:11:40,7481.18,7374.2,37.74,-121.84,20.13,29,28.39,2.27E-05,0.009530751,60.72041217, 09:11:40,9:11:40,1:06:41,4001,,10.08
 09:11:41,7491.98,7374.2,37.74,-121.84,20.13,28.75,28.37,2.27E-05,0.009530751,60.72041217, 09:11:41,9:11:41,1:06:42,4002,,10.8
 09:11:43,7502.26,7374.2,37.74,-121.84,20.13,29.25,28.36,2.27E-05,0.009530751,60.72041217, 09:11:43,9:11:43,1:06:44,4004,,10.28
 09:11:45,7509.84,7374.2,37.74,-121.84,20.13,29.5,28.34,2.27E-05,0.009530751,60.72041217, 09:11:45,9:11:45,1:06:46,4006,,7.58
 09:11:46,7516.16,7374.2,37.74,-121.84,20.06,29.25,28.32,2.27E-05,0.009530751,60.72041217, 09:11:46,9:11:46,1:06:47,4007,,6.32
 09:11:48,7522.12,7374.2,37.74,-121.84,20.06,29.25,28.3,2.27E-05,0.009530751,60.72041217, 09:11:48,9:11:48,1:06:49,4009,,5.96
 09:11:50,7527.92,7374.2,37.74,-121.84,20.06,29,28.28,2.27E-05,0.009530751,60.72041217, 09:11:50,9:11:50,1:06:51,4011,,5.8
 09:11:51,7534.07,7374.2,37.74,-121.84,20,29.25,28.27,2.27E-05,0.009530751,60.72041217, 09:11:51,9:11:51,1:06:52,4012,,6.15
 09:11:53,7543.49,7374.2,37.74,-121.84,20.06,29.5,28.25,2.27E-05,0.009530751,60.72041217, 09:11:53,9:11:53,1:06:54,4014,,9.42
 09:11:54,7554.02,7374.2,37.74,-121.84,20,29.25,28.23,2.27E-05,0.009530751,60.72041217, 09:11:54,9:11:54,1:06:55,4015,,10.53
 09:11:56,7562.55,7666.7,37.73,-121.81,20,29.5,28.22,2.27E-05,0.009530751,60.72041217, 09:11:56,9:11:56,1:06:57,4017,,8.53
 09:11:58,7570.37,7666.7,37.73,-121.81,19.94,29.5,28.2,2.27E-05,0.009530751,60.72041217, 09:11:58,9:11:58,1:06:59,4019,,7.82
 09:11:59,7576.01,7666.7,37.73,-121.81,19.94,29,28.19,2.27E-05,0.009530751,60.72041217, 09:11:59,9:11:59,1:07:00,4020,,5.64
 09:12:01,7582.75,7666.7,37.73,-121.81,19.94,28.5,28.17,2.27E-05,0.009530751,60.72041217, 09:12:01,9:12:01,1:07:02,4022,,6.74
 09:12:03,7590.58,7666.7,37.73,-121.81,19.94,28.5,28.16,2.27E-05,0.009530751,60.72041217, 09:12:03,9:12:03,1:07:04,4024,,7.83
 09:13:06,7902.52,8001,37.72,-121.78,19.19,29.25,27.46,2.71E-05,0.010408228,66.31081924, 09:13:06,9:13:06,1:08:07,4087,,311.94
 09:13:08,7909.91,8001,37.72,-121.78,19.19,29.25,27.44,2.71E-05,0.010408228,66.31081924, 09:13:08,9:13:08,1:08:09,4089,,7.39
 09:13:09,7916.54,8001,37.72,-121.78,19.13,29.25,27.41,2.71E-05,0.010408228,66.31081924, 09:13:09,9:13:09,1:08:10,4090,,6.63
 09:13:11,7923.18,8001,37.72,-121.78,19.13,29,27.39,2.71E-05,0.010408228,66.31081924, 09:13:11,9:13:11,1:08:12,4092,,6.64
 09:13:13,7928.88,8001,37.72,-121.78,19.13,28.75,27.37,2.71E-05,0.010408228,66.31081924, 09:13:13,9:13:13,1:08:14,4094,,5.7
 09:13:14,7934.96,8001,37.72,-121.78,19.06,28.5,27.35,2.71E-05,0.010408228,66.31081924, 09:13:14,9:13:14,1:08:15,4095,,6.08
 09:13:16,7942.38,8001,37.72,-121.78,19.06,29,27.32,2.71E-05,0.010408228,66.31081924, 09:13:16,9:13:16,1:08:17,4097,,7.42
 09:13:17,7950.56,8001,37.72,-121.78,19,29,27.3,2.71E-05,0.010408228,66.31081924, 09:13:17,9:13:17,1:08:18,4098,,8.18
 09:13:19,7957.04,8001,37.72,-121.78,19,29.5,27.28,2.71E-05,0.010408228,66.31081924, 09:13:19,9:13:19,1:08:20,4100,,6.48
 09:13:21,7966.2,8001,37.72,-121.78,19,29.75,27.26,2.71E-05,0.010408228,66.31081924, 09:13:21,9:13:21,1:08:22,4102,,9.16
 09:13:22,7971.54,8001,37.72,-121.78,19,29.75,27.24,2.71E-05,0.010408228,66.31081924, 09:13:22,9:13:22,1:08:23,4103,,5.34
 09:13:24,7978.99,8001,37.72,-121.78,18.94,30,27.22,2.71E-05,0.010408228,66.31081924, 09:13:24,9:13:24,1:08:25,4105,,7.45
 09:13:26,7985.49,8001,37.72,-121.78,18.94,29.75,27.21,2.71E-05,0.010408228,66.31081924, 09:13:26,9:13:26,1:08:27,4107,,6.5
 09:13:27,7992.19,8001,37.72,-121.78,18.94,29.5,27.19,2.71E-05,0.010408228,66.31081924, 09:13:27,9:13:27,1:08:28,4108,,6.7
 09:13:29,7997.74,8001,37.72,-121.78,18.94,29.25,27.17,2.71E-05,0.010408228,66.31081924, 09:13:29,9:13:29,1:08:30,4110,,5.55
 09:13:31,8004.26,8001,37.72,-121.78,18.88,29,27.15,2.71E-05,0.010408228,66.31081924, 09:13:31,9:13:31,1:08:32,4112,,6.52
 09:13:32,8010.58,8001,37.72,-121.78,18.88,29,27.14,2.71E-05,0.010408228,66.31081924, 09:13:32,9:13:32,1:08:33,4113,,6.32
 09:13:34,8017.3,8001,37.72,-121.78,18.81,28.5,27.12,2.71E-05,0.010408228,66.31081924, 09:13:34,9:13:34,1:08:35,4115,,6.72
 09:13:35,8024.41,8001,37.72,-121.78,18.81,28.75,27.1,2.95E-05,0.010866003,69.22730229, 09:13:35,9:13:35,1:08:36,4116,,7.11
 09:13:37,8030.75,8001,37.72,-121.78,18.81,28.75,27.08,2.95E-05,0.010866003,69.22730229, 09:13:37,9:13:37,1:08:38,4118,,6.34
 09:13:39,8038.64,8001,37.72,-121.78,18.81,28.5,27.06,2.95E-05,0.010866003,69.22730229, 09:13:39,9:13:39,1:08:40,4120,,7.89
 09:13:40,8044.22,8001,37.72,-121.78,18.75,28.75,27.04,2.95E-05,0.010866003,69.22730229, 09:13:40,9:13:40,1:08:41,4121,,5.58
 09:13:42,8051.16,8001,37.72,-121.78,18.75,30.5,27.02,2.95E-05,0.010866003,69.22730229, 09:13:42,9:13:42,1:08:43,4123,,6.94
 09:13:44,8057.92,8001,37.72,-121.78,18.69,30,27,2.95E-05,0.010866003,69.22730229, 09:13:44,9:13:44,1:08:45,4125,,6.76
 09:13:45,8063.71,8001,37.72,-121.78,18.69,29.5,26.98,2.95E-05,0.010866003,69.22730229, 09:13:45,9:13:45,1:08:46,4126,,5.79
 09:13:47,8068.73,8001,37.72,-121.78,18.69,28.5,26.96,2.95E-05,0.010866003,69.22730229, 09:13:47,9:13:47,1:08:48,4128,,5.02
 09:13:48,8074.52,8001,37.72,-121.78,18.69,28.25,26.95,2.95E-05,0.010866003,69.22730229, 09:13:48,9:13:48,1:08:49,4129,,5.79
 09:13:50,8080.91,8001,37.72,-121.78,18.63,28,26.92,2.95E-05,0.010866003,69.22730229, 09:13:50,9:13:50,1:08:51,4131,,6.39
 09:13:52,8087.88,8001,37.72,-121.78,18.63,28,26.91,2.95E-05,0.010866003,69.22730229, 09:13:52,9:13:52,1:08:53,4133,,6.97
 09:13:53,8093.49,8001,37.72,-121.78,18.63,28,26.89,2.95E-05,0.010866003,69.22730229, 09:13:53,9:13:53,1:08:54,4134,,5.61
 09:13:55,8100.28,8001,37.72,-121.78,18.56,28.5,26.87,2.95E-05,0.010866003,69.22730229, 09:13:55,9:13:55,1:08:56,4136,,6.79
 09:13:57,8107.27,8001,37.72,-121.78,18.56,28.75,26.85,2.95E-05,0.010866003,69.22730229, 09:13:57,9:13:57,1:08:58,4138,,6.99
 09:13:58,8113.68,8001,37.72,-121.78,18.56,29,26.84,2.95E-05,0.010866003,69.22730229, 09:13:58,9:13:58,1:08:59,4139,,6.41
 09:14:00,8119.7,8001,37.72,-121.78,18.56,28.75,26.82,2.95E-05,0.010866003,69.22730229, 09:14:00,9:14:00,1:09:01,4141,,6.02
 09:14:02,8126.7,8001,37.72,-121.78,18.5,29,26.8,2.95E-05,0.010866003,69.22730229, 09:14:02,9:14:02,1:09:03,4143,,7
 09:14:03,8134.29,8001,37.72,-121.78,18.5,29.5,26.78,2.95E-05,0.010866003,69.22730229, 09:14:03,9:14:03,1:09:04,4144,,7.59
 09:14:05,8141.7,8259.7,37.72,-121.76,18.44,30.25,26.77,2.95E-05,0.010866003,69.22730229, 09:14:05,9:14:05,1:09:06,4146,,7.41
 09:14:06,8148.72,8259.7,37.72,-121.76,18.44,30,26.75,2.95E-05,0.010866003,69.22730229, 09:14:06,9:14:06,1:09:07,4147,,7.02
 09:14:08,8156.53,8259.7,37.72,-121.76,18.38,30.25,26.73,2.95E-05,0.010866003,69.22730229, 09:14:08,9:14:08,1:09:09,4149,,7.81
 09:14:10,8164.34,8259.7,37.72,-121.76,18.38,30,26.71,2.95E-05,0.010866003,69.22730229, 09:14:10,9:14:10,1:09:11,4151,,7.81
 09:14:11,8172.36,8259.7,37.72,-121.76,18.38,29.25,26.7,2.95E-05,0.010866003,69.22730229, 09:14:11,9:14:11,1:09:12,4152,,8.02
 09:14:13,8179.6,8259.7,37.72,-121.76,18.38,29.5,26.68,2.95E-05,0.010866003,69.22730229, 09:14:13,9:14:13,1:09:14,4154,,7.24
 09:14:15,8187.83,8259.7,37.72,-121.76,18.31,29,26.66,2.95E-05,0.010866003,69.22730229, 09:14:15,9:14:15,1:09:16,4156,,8.23
 09:14:16,8196.27,8259.7,37.72,-121.76,18.31,28.75,26.65,2.95E-05,0.010866003,69.22730229, 09:14:16,9:14:16,1:09:17,4157,,8.44
 09:14:18,8205.1,8259.7,37.72,-121.76,18.25,28.75,26.63,2.95E-05,0.010866003,69.22730229, 09:14:18,9:14:18,1:09:19,4159,,8.83
 09:14:19,8213.16,8259.7,37.72,-121.76,18.25,29,26.62,2.95E-05,0.010866003,69.22730229, 09:14:19,9:14:19,1:09:20,4160,,8.06
 09:14:21,8220.83,8259.7,37.72,-121.76,18.25,28.75,26.6,2.95E-05,0.010866003,69.22730229, 09:14:21,9:14:21,1:09:22,4162,,7.67
 09:14:23,8227.13,8259.7,37.72,-121.76,18.25,28.75,26.59,2.95E-05,0.010866003,69.22730229, 09:14:23,9:14:23,1:09:24,4164,,6.3
 09:14:24,8234.03,8259.7,37.72,-121.76,18.19,28.75,26.56,2.95E-05,0.010866003,69.22730229, 09:14:24,9:14:24,1:09:25,4165,,6.9
 09:14:26,8241.73,8259.7,37.72,-121.76,18.19,28.75,26.55,2.95E-05,0.010866003,69.22730229, 09:14:26,9:14:26,1:09:27,4167,,7.7
 09:14:28,8249.03,8259.7,37.72,-121.76,18.19,28.75,26.53,2.95E-05,0.010866003,69.22730229, 09:14:28,9:14:28,1:09:29,4169,,7.3
 09:14:29,8256.15,8259.7,37.72,-121.76,18.13,28.25,26.51,2.95E-05,0.010866003,69.22730229, 09:14:29,9:14:29,1:09:30,4170,,7.12
 09:14:31,8263.46,8259.7,37.72,-121.76,18.13,28,26.49,2.95E-05,0.010866003,69.22730229, 09:14:31,9:14:31,1:09:32,4172,,7.31
 09:14:33,8270.79,8259.7,37.72,-121.76,18.13,28,26.47,2.95E-05,0.010866003,69.22730229, 09:14:33,9:14:33,1:09:34,4174,,7.33
 09:14:34,8278.32,8259.7,37.72,-121.76,18.13,28.25,26.45,2.95E-05,0.010866003,69.22730229, 09:14:34,9:14:34,1:09:35,4175,,7.53
 09:14:36,8283.47,8259.7,37.72,-121.76,18.06,28,26.44,3.45E-05,0.011751489,74.86873413, 09:14:36,9:14:36,1:09:37,4177,,5.15
 09:14:37,8290.02,8259.7,37.72,-121.76,18.06,27.25,26.41,3.45E-05,0.011751489,74.86873413, 09:14:37,9:14:37,1:09:38,4178,,6.55
 09:14:39,8297.97,8259.7,37.72,-121.76,18.06,28.5,26.4,3.45E-05,0.011751489,74.86873413, 09:14:39,9:14:39,1:09:40,4180,,7.95
 09:14:41,8306.31,8259.7,37.72,-121.76,18.06,28.5,26.38,3.45E-05,0.011751489,74.86873413, 09:14:41,9:14:41,1:09:42,4182,,8.34
 09:14:42,8312.49,8259.7,37.72,-121.76,18.06,29,26.36,3.45E-05,0.011751489,74.86873413, 09:14:42,9:14:42,1:09:43,4183,,6.18
 09:14:44,8320.65,8259.7,37.72,-121.76,18.06,29.25,26.34,3.45E-05,0.011751489,74.86873413, 09:14:44,9:14:44,1:09:45,4185,,8.16
 09:14:46,8329.82,8259.7,37.72,-121.76,18,29.5,26.32,3.45E-05,0.011751489,74.86873413, 09:14:46,9:14:46,1:09:47,4187,,9.17
 09:14:47,8336.01,8259.7,37.72,-121.76,18,29.5,26.3,3.45E-05,0.011751489,74.86873413, 09:14:47,9:14:47,1:09:48,4188,,6.19
 09:14:49,8342.8,8259.7,37.72,-121.76,18,29.25,26.28,3.45E-05,0.011751489,74.86873413, 09:14:49,9:14:49,1:09:50,4190,,6.79
 09:14:51,8349.4,8259.7,37.72,-121.76,18,29.25,26.27,3.45E-05,0.011751489,74.86873413, 09:14:51,9:14:51,1:09:52,4192,,6.6
 09:14:52,8357.8,8259.7,37.72,-121.76,17.94,29.5,26.25,3.45E-05,0.011751489,74.86873413, 09:14:52,9:14:52,1:09:53,4193,,8.4
 09:14:54,8364.61,8259.7,37.72,-121.76,17.94,29.5,26.23,3.45E-05,0.011751489,74.86873413, 09:14:54,9:14:54,1:09:55,4195,,6.81
 09:14:55,8371.02,8259.7,37.72,-121.76,17.88,28.5,26.21,3.45E-05,0.011751489,74.86873413, 09:14:55,9:14:55,1:09:56,4196,,6.41
 09:14:57,8375.23,8259.7,37.72,-121.76,17.94,28,26.19,3.45E-05,0.011751489,74.86873413, 09:14:57,9:14:57,1:09:58,4198,,4.21
 09:14:59,8382.25,8259.7,37.72,-121.76,17.88,28.25,26.17,3.45E-05,0.011751489,74.86873413, 09:14:59,9:14:59,1:10:00,4200,,7.02
 09:15:00,8389.49,8259.7,37.72,-121.76,17.81,28.75,26.15,3.45E-05,0.011751489,74.86873413, 09:15:00,9:15:00,1:10:01,4201,,7.24
 09:15:02,8395.72,8259.7,37.72,-121.76,17.81,28.25,26.13,3.45E-05,0.011751489,74.86873413, 09:15:02,9:15:02,1:10:03,4203,,6.23
 09:15:04,8401.55,8259.7,37.72,-121.76,17.81,27.75,26.1,3.45E-05,0.011751489,74.86873413, 09:15:04,9:15:04,1:10:05,4205,,5.83
 09:15:05,8408.8,8259.7,37.72,-121.76,17.75,28.25,26.08,3.45E-05,0.011751489,74.86873413, 09:15:05,9:15:05,1:10:06,4206,,7.25
 09:15:07,8414.65,8531.2,37.71,-121.73,17.81,7.25,26.06,3.45E-05,0.011751489,74.86873413, 09:15:07,9:15:07,1:10:08,4208,,5.85
 09:15:08,8421.1,8531.2,37.71,-121.73,17.69,28,26.03,3.45E-05,0.011751489,74.86873413, 09:15:08,9:15:08,1:10:09,4209,,6.45
 09:15:10,8426.35,8531.2,37.71,-121.73,17.69,28.25,26.01,3.45E-05,0.011751489,74.86873413, 09:15:10,9:15:10,1:10:11,4211,,5.25
 09:15:12,8432.81,8531.2,37.71,-121.73,17.69,28.5,25.99,3.45E-05,0.011751489,74.86873413, 09:15:12,9:15:12,1:10:13,4213,,6.46
 09:15:13,8440.49,8531.2,37.71,-121.73,17.69,29,25.97,3.45E-05,0.011751489,74.86873413, 09:15:13,9:15:13,1:10:14,4214,,7.68
 09:15:15,8447.17,8531.2,37.71,-121.73,17.69,28.75,25.94,3.45E-05,0.011751489,74.86873413, 09:15:15,9:15:15,1:10:16,4216,,6.68
 09:15:17,8454.25,8531.2,37.71,-121.73,17.63,29.25,25.92,3.45E-05,0.011751489,74.86873413, 09:15:17,9:15:17,1:10:18,4218,,7.08
 09:15:18,8460.94,8531.2,37.71,-121.73,17.63,29.25,25.9,3.45E-05,0.011751489,74.86873413, 09:15:18,9:15:18,1:10:19,4219,,6.69
 09:15:20,8469.46,8531.2,37.71,-121.73,17.56,30,25.88,3.45E-05,0.011751489,74.86873413, 09:15:20,9:15:20,1:10:21,4221,,8.52
 09:15:22,8475.95,8531.2,37.71,-121.73,17.56,29.75,25.86,3.45E-05,0.011751489,74.86873413, 09:15:22,9:15:22,1:10:23,4223,,6.49
 09:15:23,8484.7,8531.2,37.71,-121.73,17.56,29.25,25.84,3.45E-05,0.011751489,74.86873413, 09:15:23,9:15:23,1:10:24,4224,,8.75
 09:15:25,8492.22,8531.2,37.71,-121.73,17.56,30.5,25.83,3.45E-05,0.011751489,74.86873413, 09:15:25,9:15:25,1:10:26,4226,,7.52
 09:15:26,8500.16,8531.2,37.71,-121.73,17.5,30.75,25.81,3.45E-05,0.011751489,74.86873413, 09:15:26,9:15:26,1:10:27,4227,,7.94
 09:15:28,8507.7,8531.2,37.71,-121.73,17.5,31,25.79,3.45E-05,0.011751489,74.86873413, 09:15:28,9:15:28,1:10:29,4229,,7.54
 09:15:30,8517.09,8531.2,37.71,-121.73,17.44,31.75,25.77,3.45E-05,0.011751489,74.86873413, 09:15:30,9:15:30,1:10:31,4231,,9.39
 09:15:31,8523.42,8531.2,37.71,-121.73,17.44,31.25,25.75,3.45E-05,0.011751489,74.86873413, 09:15:31,9:15:31,1:10:32,4232,,6.33
 09:15:33,8531.39,8531.2,37.71,-121.73,17.44,31.25,25.73,3.45E-05,0.011751489,74.86873413, 09:15:33,9:15:33,1:10:34,4234,,7.97
 09:15:35,8536.3,8531.2,37.71,-121.73,17.38,31,25.72,3.45E-05,0.011751489,74.86873413, 09:15:35,9:15:35,1:10:36,4236,,4.91
 09:15:36,8543.67,8531.2,37.71,-121.73,17.44,30.75,25.7,3.88E-05,0.012458682,79.37426167, 09:15:36,9:15:36,1:10:37,4237,,7.37
 09:15:38,8550.23,8531.2,37.71,-121.73,17.38,30.25,25.68,3.88E-05,0.012458682,79.37426167, 09:15:38,9:15:38,1:10:39,4239,,6.56
 09:15:40,8556.59,8531.2,37.71,-121.73,17.38,29.5,25.66,3.88E-05,0.012458682,79.37426167, 09:15:40,9:15:40,1:10:41,4241,,6.36
 09:15:41,8564.18,8531.2,37.71,-121.73,17.38,30.25,25.64,3.88E-05,0.012458682,79.37426167, 09:15:41,9:15:41,1:10:42,4242,,7.59
 09:15:43,8571.99,8531.2,37.71,-121.73,17.31,29.25,25.62,3.88E-05,0.012458682,79.37426167, 09:15:43,9:15:43,1:10:44,4244,,7.81
 09:15:44,8579.19,8531.2,37.71,-121.73,17.31,29.25,25.6,3.88E-05,0.012458682,79.37426167, 09:15:44,9:15:44,1:10:45,4245,,7.2
 09:15:46,8585.56,8531.2,37.71,-121.73,17.25,29,25.59,3.88E-05,0.012458682,79.37426167, 09:15:46,9:15:46,1:10:47,4247,,6.37
 09:15:48,8594.42,8531.2,37.71,-121.73,17.25,30.25,25.57,3.88E-05,0.012458682,79.37426167, 09:15:48,9:15:48,1:10:49,4249,,8.86
 09:15:49,8599.58,8531.2,37.71,-121.73,17.25,29.75,25.55,3.88E-05,0.012458682,79.37426167, 09:15:49,9:15:49,1:10:50,4250,,5.16
 09:15:51,8607.83,8531.2,37.71,-121.73,17.25,30.75,25.54,3.88E-05,0.012458682,79.37426167, 09:15:51,9:15:51,1:10:52,4252,,8.25
 09:15:53,8614.03,8531.2,37.71,-121.73,17.19,30.75,25.52,3.88E-05,0.012458682,79.37426167, 09:15:53,9:15:53,1:10:54,4254,,6.2
 09:15:54,8622.71,8531.2,37.71,-121.73,17.19,31.25,25.5,3.88E-05,0.012458682,79.37426167, 09:15:54,9:15:54,1:10:55,4255,,8.68
 09:15:56,8630.16,8531.2,37.71,-121.73,17.19,30.75,25.49,3.88E-05,0.012458682,79.37426167, 09:15:56,9:15:56,1:10:57,4257,,7.45
 09:15:57,8638.86,8531.2,37.71,-121.73,17.13,30.5,25.48,3.88E-05,0.012458682,79.37426167, 09:15:57,9:15:57,1:10:58,4258,,8.7
 09:15:59,8648.82,8531.2,37.71,-121.73,17.13,30.25,25.47,3.88E-05,0.012458682,79.37426167, 09:15:59,9:15:59,1:11:00,4260,,9.96
 09:16:01,8658.36,8531.2,37.71,-121.73,17.06,30.25,25.45,3.88E-05,0.012458682,79.37426167, 09:16:01,9:16:01,1:11:02,4262,,9.54
 09:16:02,8667.09,8531.2,37.71,-121.73,17.06,30.5,25.44,3.88E-05,0.012458682,79.37426167, 09:16:02,9:16:02,1:11:03,4263,,8.73
 09:16:04,8676.67,8531.2,37.71,-121.73,17.06,30.25,25.42,3.88E-05,0.012458682,79.37426167, 09:16:04,9:16:04,1:11:05,4265,,9.58
 09:16:06,8687.29,8804.8,37.71,-121.71,17.06,29.75,25.41,3.88E-05,0.012458682,79.37426167, 09:16:06,9:16:06,1:11:07,4267,,10.62
 09:16:07,8697.31,8804.8,37.71,-121.71,17.06,30,25.4,3.88E-05,0.012458682,79.37426167, 09:16:07,9:16:07,1:11:08,4268,,10.02
 09:16:09,8706.71,8804.8,37.71,-121.71,17,30.5,25.39,3.88E-05,0.012458682,79.37426167, 09:16:09,9:16:09,1:11:10,4270,,9.4
 09:16:11,8715.49,8804.8,37.71,-121.71,17,30.25,25.37,3.88E-05,0.012458682,79.37426167, 09:16:11,9:16:11,1:11:12,4272,,8.78
